#%		No tun			Min tun Muller/MacDo	Age model deMenocal
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
102.85	18.37	3299.6	3.12	0.60	3427.62	3.51	0.68	3432.5	4.00	0.77
102.9	13.85	3301.3	3.12	0.45	3429.04	3.51	0.51	3433.8	4.00	0.58
102.95	13.35	3302.9	3.12	0.44	3430.47	3.50	0.49	3435	4.00	0.56
103	13.85	3304.5	3.12	0.45	3431.90	3.51	0.51	3436.3	4.00	0.58
103.05	16.36	3306.1	3.12	0.54	3433.32	3.51	0.60	3437.5	4.00	0.69
103.1	16.36	3307.7	3.12	0.54	3434.75	3.50	0.60	3438.8	4.00	0.69
103.15	16.86	3309.3	3.12	0.55	3436.18	3.50	0.62	3440	4.00	0.71
103.2	18.37	3310.9	3.12	0.60	3437.61	3.51	0.68	3441.3	4.00	0.77
103.25	19.88	3312.5	3.12	0.65	3439.03	3.51	0.73	3442.5	4.17	0.87
103.3	21.39	3314.1	3.12	0.70	3440.46	3.50	0.79	3443.7	4.00	0.90
103.35	22.39	3315.7	3.12	0.73	3441.89	3.51	0.82	3445	4.00	0.94
103.4	23.40	3317.3	3.12	0.77	3443.31	3.51	0.86	3446.2	4.00	0.98
103.45	20.88	3318.9	3.12	0.68	3444.74	3.50	0.77	3447.5	4.00	0.88
103.5	19.38	3320.5	3.12	0.63	3446.17	3.50	0.71	3448.7	4.00	0.81
103.55	18.87	3322.1	3.12	0.62	3447.60	3.51	0.70	3450	2.63	0.52
103.6	15.86	3323.7	3.12	0.52	3449.02	3.50	0.58	3452.5	4.05	0.68
103.7	10.83	3326.9	3.12	0.35	3451.88	3.50	0.40	3453.7	6.00	0.68
103.75	11.33	3328.5	3.12	0.37	3453.30	3.51	0.42	3455	4.00	0.48
103.8	14.85	3330.1	3.12	0.49	3454.73	3.50	0.55	3456.2	4.00	0.62
103.85	16.86	3331.7	3.12	0.55	3456.16	3.50	0.62	3457.5	4.00	0.71
103.9	18.87	3333.3	3.12	0.62	3457.59	3.51	0.70	3458.7	4.00	0.79
103.95	19.88	3334.9	3.12	0.65	3459.01	3.51	0.73	3460	4.00	0.83
104	21.89	3336.5	3.12	0.72	3460.44	3.50	0.80	3461.2	4.17	0.96
104.05	22.39	3338.1	3.12	0.73	3461.87	3.51	0.82	3462.4	4.00	0.94
104.1	24.91	3339.7	3.12	0.82	3463.29	3.51	0.92	3463.7	4.00	1.05
104.15	24.91	3341.4	3.12	0.82	3464.72	3.50	0.91	3464.9	4.00	1.05
104.2	25.91	3343.0	3.12	0.85	3466.15	3.50	0.95	3466.2	4.00	1.09
104.25	23.40	3344.6	3.12	0.77	3467.58	3.51	0.86	3467.4	4.00	0.98
104.3	20.88	3346.2	3.12	0.68	3469.00	3.51	0.77	3468.7	4.00	0.88
104.35	17.37	3347.8	3.12	0.57	3470.43	3.50	0.64	3469.9	4.00	0.73
104.4	15.86	3349.4	3.12	0.52	3471.86	3.51	0.58	3471.2	4.00	0.67
104.45	14.35	3351.0	3.12	0.47	3473.28	3.51	0.53	3472.4	4.00	0.60
104.5	11.84	3352.6	3.12	0.39	3474.71	3.50	0.43	3473.7	4.00	0.50
104.55	13.35	3354.2	3.12	0.44	3476.14	3.50	0.49	3474.9	3.70	0.52
104.6	12.34	3355.8	3.12	0.40	3477.57	3.51	0.45	3476.4	3.33	0.43
104.65	11.84	3357.4	3.12	0.39	3478.99	3.51	0.44	3477.9	3.33	0.41
104.7	10.83	3359.0	3.12	0.35	3480.42	3.50	0.40	3479.4	3.33	0.38
104.75	11.84	3360.6	3.12	0.39	3481.85	3.51	0.44	3480.9	3.33	0.41
104.8	13.85	3362.2	3.12	0.45	3483.27	3.51	0.51	3482.4	3.33	0.48
104.85	14.85	3363.8	3.12	0.49	3484.70	3.50	0.55	3483.9	3.33	0.52
104.9	14.85	3365.4	3.12	0.49	3486.13	3.50	0.55	3485.4	3.33	0.52
104.95	16.36	3367.0	3.12	0.54	3487.56	3.51	0.60	3486.9	3.33	0.57
105	16.36	3368.6	3.12	0.54	3488.98	3.51	0.60	3488.4	3.33	0.57
105.05	16.86	3370.2	3.12	0.55	3490.41	3.50	0.62	3489.9	2.22	0.39
105.1	17.87	3371.8	3.12	0.58	3491.84	3.50	0.66	3492.9	3.33	0.63
105.2	18.37	3375.0	3.12	0.60	3494.69	3.50	0.68	3494.4	5.00	0.96
105.25	19.88	3376.6	3.12	0.65	3496.12	3.50	0.73	3495.9	3.33	0.70
105.3	20.38	3378.2	3.12	0.67	3497.55	3.51	0.75	3497.4	3.33	0.71
105.35	20.38	3379.9	3.12	0.67	3498.97	3.51	0.75	3498.9	3.33	0.71
105.4	19.88	3381.5	3.12	0.65	3500.40	3.28	0.68	3500.4	3.33	0.70
105.45	18.87	3383.1	3.12	0.62	3502.02	3.09	0.61	3501.9	3.33	0.66
105.5	20.88	3384.7	3.12	0.68	3503.64	3.09	0.68	3503.4	3.33	0.73
105.55	19.38	3386.3	3.12	0.63	3505.26	3.09	0.63	3504.9	3.33	0.68
105.6	17.87	3387.9	3.12	0.58	3506.88	3.09	0.58	3506.4	3.33	0.63
105.65	16.36	3389.5	3.12	0.54	3508.50	3.09	0.53	3507.9	3.33	0.57
105.7	16.36	3391.1	3.12	0.54	3510.12	3.09	0.53	3509.4	3.33	0.57
105.75	17.87	3392.7	3.12	0.58	3511.74	3.10	0.58	3510.9	3.33	0.63
105.8	18.87	3394.3	3.12	0.62	3513.35	3.10	0.61	3512.4	3.33	0.66
105.85	19.88	3395.9	3.12	0.65	3514.97	3.09	0.64	3513.9	3.33	0.70
105.9	22.39	3397.5	3.12	0.73	3516.59	3.09	0.73	3515.4	3.33	0.78
105.95	23.40	3399.1	3.12	0.77	3518.21	3.09	0.76	3516.9	3.33	0.82
106	26.92	3400.7	3.12	0.88	3519.83	3.09	0.87	3518.4	3.33	0.94
106.05	27.92	3402.3	3.12	0.91	3521.45	3.09	0.90	3519.9	3.33	0.98
106.1	28.93	3403.9	3.12	0.95	3523.07	3.09	0.94	3521.4	3.33	1.01
106.15	30.44	3405.5	3.12	1.00	3524.69	3.09	0.99	3522.9	3.33	1.07
106.2	26.41	3407.1	3.12	0.86	3526.31	3.09	0.86	3524.4	3.33	0.92
106.25	21.39	3408.7	3.12	0.70	3527.93	3.09	0.69	3525.9	3.33	0.75
106.3	16.86	3410.3	3.12	0.55	3529.55	3.09	0.55	3527.4	3.23	0.57
106.35	15.36	3411.9	3.12	0.50	3531.17	3.09	0.50	3529	2.94	0.47
106.4	13.35	3413.5	3.12	0.44	3532.79	3.09	0.43	3530.8	2.78	0.39
106.45	15.86	3415.1	3.12	0.52	3534.41	3.09	0.51	3532.6	2.78	0.46
106.5	16.86	3416.7	3.12	0.55	3536.03	3.09	0.55	3534.4	2.70	0.48
106.55	19.38	3418.4	3.12	0.63	3537.65	3.10	0.63	3536.3	2.70	0.55
106.6	23.40	3420.0	3.12	0.77	3539.26	3.10	0.76	3538.1	2.78	0.68
106.65	26.92	3421.6	3.12	0.88	3540.88	3.09	0.87	3539.9	2.70	0.76
106.7	27.92	3423.2	3.12	0.91	3542.50	3.09	0.90	3541.8	2.70	0.79
106.75	26.41	3424.8	3.12	0.86	3544.12	3.09	0.86	3543.6	2.78	0.77
106.8	24.40	3426.4	3.12	0.80	3545.74	3.09	0.79	3545.4	2.70	0.69
106.85	22.90	3428.0	3.12	0.75	3547.36	3.09	0.74	3547.3	1.82	0.44
106.9	22.90	3429.6	3.12	0.75	3548.98	3.09	0.74	3550.9	2.78	0.67
107	19.88	3432.8	3.12	0.65	3552.22	3.09	0.64	3552.7	4.05	0.85
107.05	19.88	3434.4	3.12	0.65	3553.84	3.09	0.64	3554.6	2.70	0.56
107.1	21.39	3436.0	3.12	0.70	3555.46	3.09	0.69	3556.4	2.78	0.62
107.15	21.39	3437.6	3.12	0.70	3557.08	3.09	0.69	3558.2	2.70	0.61
107.2	20.88	3439.2	3.12	0.68	3558.70	3.09	0.68	3560.1	2.70	0.59
107.25	20.88	3440.8	3.12	0.68	3560.32	3.09	0.68	3561.9	2.78	0.61
107.3	18.87	3442.4	3.12	0.62	3561.94	3.10	0.61	3563.7	2.78	0.55
107.35	17.87	3444.0	3.12	0.58	3563.55	3.10	0.58	3565.5	2.70	0.51
107.4	14.85	3445.6	3.12	0.49	3565.17	3.09	0.48	3567.4	2.86	0.45
107.45	10.33	3447.2	3.12	0.34	3566.79	3.09	0.33	3569	3.23	0.35
107.5	14.85	3448.8	3.12	0.49	3568.41	3.09	0.48	3570.5	3.33	0.52
107.55	15.86	3450.4	3.12	0.52	3570.03	3.09	0.51	3572	3.33	0.56
107.6	18.37	3452.0	3.12	0.60	3571.65	3.09	0.60	3573.5	3.33	0.64
107.65	17.37	3453.6	3.12	0.57	3573.27	3.09	0.56	3575	3.33	0.61
107.7	17.87	3455.2	3.12	0.58	3574.89	3.09	0.58	3576.5	3.23	0.61
107.75	18.87	3456.8	3.12	0.62	3576.51	3.09	0.61	3578.1	3.23	0.64
107.8	19.88	3458.5	3.12	0.65	3578.13	3.09	0.64	3579.6	3.33	0.70
107.85	19.88	3460.1	3.12	0.65	3579.75	3.09	0.64	3581.1	3.33	0.70
107.9	19.38	3461.7	3.12	0.63	3581.37	3.09	0.63	3582.6	3.33	0.68
107.95	18.87	3463.3	3.12	0.62	3582.99	3.09	0.61	3584.1	3.33	0.66
108	17.37	3464.9	3.12	0.57	3584.61	3.09	0.56	3585.6	3.33	0.61
108.05	15.36	3466.5	3.12	0.50	3586.23	3.09	0.50	3587.1	3.33	0.54
108.1	13.85	3468.1	3.12	0.45	3587.85	3.10	0.45	3588.6	3.23	0.47
108.15	13.85	3469.7	3.12	0.45	3589.46	3.10	0.45	3590.2	3.23	0.47
108.2	14.35	3471.3	3.12	0.47	3591.08	3.09	0.47	3591.7	3.33	0.50
108.25	14.35	3472.9	3.12	0.47	3592.70	3.09	0.47	3593.2	3.33	0.50
108.3	15.86	3474.5	3.12	0.52	3594.32	3.09	0.51	3594.7	3.33	0.56
108.35	17.37	3476.1	3.12	0.57	3595.94	3.09	0.56	3596.2	2.22	0.41
108.4	18.37	3477.7	3.12	0.60	3597.56	3.09	0.60	3599.2	3.26	0.63
108.5	17.37	3480.9	3.12	0.57	3600.80	3.01	0.55	3600.8	4.84	0.88
108.55	16.86	3482.5	3.12	0.55	3602.54	2.87	0.51	3602.3	3.33	0.59
108.6	15.36	3484.1	3.12	0.50	3604.28	2.87	0.46	3603.8	3.33	0.54
108.65	13.85	3485.7	3.12	0.45	3606.03	2.87	0.42	3605.3	3.45	0.50
108.7	11.84	3487.3	3.12	0.39	3607.77	2.87	0.36	3606.7	3.57	0.44
108.75	11.84	3488.9	3.12	0.39	3609.51	2.87	0.36	3608.1	3.57	0.44
108.8	12.84	3490.5	3.12	0.42	3611.25	2.87	0.39	3609.5	3.45	0.46
108.85	14.35	3492.1	3.12	0.47	3612.99	2.87	0.43	3611	3.45	0.52
108.9	14.85	3493.7	3.12	0.49	3614.74	2.87	0.45	3612.4	3.57	0.56
108.95	16.36	3495.3	3.12	0.54	3616.48	2.87	0.49	3613.8	3.57	0.61
109	19.38	3497.0	3.12	0.63	3618.22	2.87	0.58	3615.2	3.57	0.73
109.05	19.38	3498.6	3.12	0.63	3619.96	2.87	0.58	3616.6	3.57	0.73
109.1	19.88	3500.2	3.12	0.65	3621.71	2.87	0.60	3618	3.57	0.75
109.15	19.38	3501.8	3.12	0.63	3623.45	2.87	0.58	3619.4	3.57	0.73
109.2	18.87	3503.4	3.12	0.62	3625.19	2.87	0.57	3620.8	3.45	0.68
109.25	19.38	3505.0	3.12	0.63	3626.93	2.87	0.58	3622.3	3.45	0.70
109.3	18.37	3506.6	3.12	0.60	3628.67	2.87	0.55	3623.7	3.57	0.69
109.35	16.36	3508.2	3.12	0.54	3630.42	2.87	0.49	3625.1	3.57	0.61
109.4	15.36	3509.8	3.12	0.50	3632.16	2.87	0.46	3626.5	3.57	0.58
109.45	15.86	3511.4	3.12	0.52	3633.90	2.87	0.48	3627.9	3.57	0.59
109.5	20.38	3513.0	3.12	0.67	3635.64	2.87	0.61	3629.3	3.57	0.76
109.55	23.40	3514.6	3.12	0.77	3637.38	2.87	0.70	3630.7	3.57	0.88
109.6	24.40	3516.2	3.12	0.80	3639.13	2.87	0.73	3632.1	3.45	0.88
109.65	27.42	3517.8	3.12	0.90	3640.87	2.87	0.83	3633.6	3.45	0.99
109.7	29.93	3519.4	3.12	0.98	3642.61	2.87	0.90	3635	3.57	1.12
109.75	28.93	3521.0	3.12	0.95	3644.35	2.87	0.87	3636.4	3.57	1.08
109.8	25.91	3522.6	3.12	0.85	3646.09	2.87	0.78	3637.8	3.57	0.97
109.85	22.90	3524.2	3.12	0.75	3647.84	2.87	0.69	3639.2	2.38	0.57
109.9	21.89	3525.8	3.12	0.72	3649.58	2.87	0.66	3642	3.57	0.82
110	9.83	3529.0	3.12	0.32	3653.06	2.87	0.30	3643.4	5.17	0.53
110.05	9.32	3530.6	3.12	0.31	3654.81	2.87	0.28	3644.9	2.78	0.27
110.1	9.83	3532.2	3.12	0.32	3656.55	2.87	0.30	3647	2.38	0.25
110.15	11.33	3533.8	3.12	0.37	3658.29	2.87	0.34	3649.1	2.38	0.28
110.2	12.84	3535.5	3.12	0.42	3660.03	2.87	0.39	3651.2	2.38	0.32
110.25	13.85	3537.1	3.12	0.45	3661.77	2.87	0.42	3653.3	2.33	0.34
110.3	15.36	3538.7	3.12	0.50	3663.52	2.87	0.46	3655.5	2.33	0.38
110.35	16.86	3540.3	3.12	0.55	3665.26	2.87	0.51	3657.6	2.38	0.42
110.4	18.37	3541.9	3.12	0.60	3667.00	2.87	0.55	3659.7	2.38	0.46
110.45	18.37	3543.5	3.12	0.60	3668.74	2.87	0.55	3661.8	2.33	0.45
110.5	18.87	3545.1	3.12	0.62	3670.48	2.87	0.57	3664	2.33	0.46
110.55	19.38	3546.7	3.12	0.63	3672.23	2.87	0.58	3666.1	2.38	0.48
110.6	20.38	3548.3	3.12	0.67	3673.97	2.87	0.61	3668.2	2.38	0.51
110.65	22.39	3549.9	3.12	0.73	3675.71	2.87	0.68	3670.3	2.33	0.55
110.7	25.91	3551.5	3.12	0.85	3677.45	2.87	0.78	3672.5	2.33	0.63
110.75	29.43	3553.1	3.12	0.96	3679.19	2.87	0.89	3674.6	2.38	0.74
110.8	28.93	3554.7	3.12	0.95	3680.94	2.87	0.87	3676.7	2.38	0.72
110.85	24.91	3556.3	3.12	0.82	3682.68	2.87	0.75	3678.8	2.33	0.61
110.9	21.89	3557.9	3.12	0.72	3684.42	2.87	0.66	3681	2.33	0.53
110.95	17.87	3559.5	3.12	0.58	3686.16	2.87	0.54	3683.1	2.38	0.45
111	12.34	3561.1	3.12	0.40	3687.91	2.87	0.37	3685.2	2.38	0.31
111.05	9.83	3562.7	3.12	0.32	3689.65	2.87	0.30	3687.3	2.33	0.24
111.1	9.83	3564.3	3.12	0.32	3691.39	2.87	0.30	3689.5	2.33	0.24
111.15	10.83	3565.9	3.12	0.35	3693.13	2.87	0.33	3691.6	2.38	0.27
111.2	13.35	3567.5	3.12	0.44	3694.87	2.87	0.40	3693.7	2.38	0.33
111.25	15.36	3569.1	3.12	0.50	3696.62	2.87	0.46	3695.8	2.33	0.38
111.3	19.38	3570.7	3.12	0.63	3698.36	2.87	0.58	3698	2.33	0.47
111.35	31.94	3572.3	3.12	1.05	3700.10	3.15	1.06	3700.1	1.59	0.53
111.4	34.46	3573.9	3.12	1.13	3701.53	3.49	1.26	3704.3	2.34	0.85
111.5	39.48	3577.2	3.12	1.29	3704.40	3.49	1.45	3706.5	3.49	1.45
111.55	38.98	3578.8	3.12	1.28	3705.83	3.50	1.43	3708.6	2.38	0.97
111.6	38.98	3580.4	3.12	1.28	3707.26	3.48	1.43	3710.7	2.78	1.14
111.65	45.52	3582.0	3.12	1.49	3708.70	3.48	1.67	3712.2	3.45	1.65
111.7	41.49	3583.6	3.12	1.36	3710.13	3.50	1.52	3713.6	3.57	1.56
111.75	37.98	3585.2	3.12	1.24	3711.56	3.48	1.39	3715	3.57	1.42
111.8	33.45	3586.8	3.12	1.09	3713.00	3.48	1.22	3716.4	3.57	1.25
111.85	31.44	3588.4	3.12	1.03	3714.43	3.50	1.15	3717.8	3.57	1.18
111.9	27.42	3590.0	3.12	0.90	3715.86	3.50	1.01	3719.2	3.57	1.03
111.95	22.90	3591.6	3.12	0.75	3717.29	3.48	0.84	3720.6	3.70	0.89
112	18.37	3593.2	3.12	0.60	3718.73	3.48	0.67	3721.9	3.70	0.71
112.05	16.36	3594.8	3.12	0.54	3720.16	3.50	0.60	3723.3	3.57	0.61
112.1	19.38	3596.4	3.12	0.63	3721.59	3.48	0.71	3724.7	3.57	0.73
112.15	19.88	3598.0	3.12	0.65	3723.03	3.48	0.73	3726.1	3.57	0.75
112.2	21.89	3599.6	3.12	0.72	3724.46	3.50	0.80	3727.5	3.57	0.82
112.25	26.41	3601.2	3.12	0.86	3725.89	3.50	0.97	3728.9	3.57	0.99
112.3	29.43	3602.8	3.12	0.96	3727.32	3.48	1.08	3730.3	3.57	1.10
112.35	31.44	3604.4	3.12	1.03	3728.76	3.48	1.15	3731.7	3.57	1.18
112.4	31.94	3606.0	3.12	1.05	3730.19	3.50	1.17	3733.1	3.70	1.24
112.45	27.92	3607.6	3.12	0.91	3731.62	3.48	1.02	3734.4	3.70	1.09
112.5	25.41	3609.2	3.12	0.83	3733.06	3.48	0.93	3735.8	3.57	0.95
112.55	22.39	3610.8	3.12	0.73	3734.49	3.50	0.82	3737.2	3.57	0.84
112.6	20.38	3612.4	3.12	0.67	3735.92	3.50	0.75	3738.6	3.57	0.76
112.65	18.37	3614.1	3.12	0.60	3737.35	3.48	0.67	3740	3.57	0.69
112.7	14.35	3615.7	3.12	0.47	3738.79	3.48	0.52	3741.4	3.57	0.54
112.75	13.85	3617.3	3.12	0.45	3740.22	3.50	0.51	3742.8	3.57	0.52
112.8	15.36	3618.9	3.12	0.50	3741.65	3.48	0.56	3744.2	3.57	0.58
112.85	18.37	3620.5	3.12	0.60	3743.09	3.48	0.67	3745.6	2.44	0.47
112.9	20.88	3622.1	3.12	0.68	3744.52	3.50	0.77	3748.3	3.66	0.80
113	24.40	3625.3	3.12	0.80	3747.38	3.49	0.89	3749.7	5.36	1.37
113.05	24.91	3626.9	3.12	0.82	3748.82	3.48	0.91	3751.1	3.57	0.93
113.1	25.41	3628.5	3.12	0.83	3750.25	3.50	0.93	3752.5	3.33	0.89
113.15	25.91	3630.1	3.12	0.85	3751.68	3.48	0.95	3754.1	3.13	0.85
113.2	25.41	3631.7	3.12	0.83	3753.12	3.48	0.93	3755.7	3.12	0.83
113.25	24.40	3633.3	3.12	0.80	3754.55	3.50	0.90	3757.3	3.12	0.80
113.3	22.90	3634.9	3.12	0.75	3755.98	3.50	0.84	3758.9	3.13	0.75
113.35	21.39	3636.5	3.12	0.70	3757.41	3.48	0.78	3760.5	3.13	0.70
113.4	20.88	3638.1	3.12	0.68	3758.85	3.48	0.76	3762.1	3.13	0.69
113.45	20.38	3639.7	3.12	0.67	3760.28	3.50	0.75	3763.7	3.12	0.67
113.5	19.88	3641.3	3.12	0.65	3761.71	3.48	0.73	3765.3	3.12	0.65
113.55	19.38	3642.9	3.12	0.63	3763.15	3.48	0.71	3766.9	3.13	0.64
113.6	16.86	3644.5	3.12	0.55	3764.58	3.50	0.62	3768.5	5.88	1.04
113.65	15.86	3646.1	3.12	0.52	3766.01	3.50	0.58	3768.6	5.88	0.98
113.7	15.36	3647.7	3.12	0.50	3767.44	3.48	0.56	3770.2	3.03	0.49
113.75	16.36	3649.3	3.12	0.54	3768.88	3.48	0.60	3771.9	2.94	0.51
113.8	16.36	3650.9	3.12	0.54	3770.31	3.50	0.60	3773.6	3.03	0.52
113.85	18.37	3652.6	3.12	0.60	3771.74	3.48	0.67	3775.2	3.03	0.58
113.9	22.90	3654.2	3.12	0.75	3773.18	3.48	0.84	3776.9	2.94	0.71
113.95	24.91	3655.8	3.12	0.82	3774.61	3.50	0.91	3778.6	3.03	0.79
114	28.42	3657.4	3.12	0.93	3776.04	3.50	1.04	3780.2	3.03	0.90
114.05	30.44	3659.0	3.12	1.00	3777.47	3.48	1.11	3781.9	4.55	1.45
114.1	30.94	3660.6	3.12	1.01	3778.91	3.48	1.13	3782.4	4.76	1.55
114.15	30.94	3662.2	3.12	1.01	3780.34	3.50	1.14	3784	3.57	1.16
114.2	28.42	3663.8	3.12	0.93	3781.77	3.48	1.04	3785.2	4.17	1.24
114.25	27.92	3665.4	3.12	0.91	3783.21	3.48	1.02	3786.4	4.35	1.27
114.3	27.42	3667.0	3.12	0.90	3784.64	3.50	1.01	3787.5	4.35	1.25
114.35	26.41	3668.6	3.12	0.86	3786.07	3.50	0.97	3788.7	2.86	0.79
114.4	24.91	3670.2	3.12	0.82	3787.50	3.49	0.91	3791	4.29	1.12
114.5	26.41	3673.4	3.12	0.86	3790.37	3.49	0.97	3792.2	6.25	1.73
114.55	23.40	3675.0	3.12	0.77	3791.80	3.48	0.86	3793.4	4.17	1.02
114.6	23.40	3676.6	3.12	0.77	3793.24	3.48	0.86	3794.6	4.35	1.07
114.65	24.91	3678.2	3.12	0.82	3794.67	3.50	0.91	3795.7	4.35	1.14
114.7	26.92	3679.8	3.12	0.88	3796.10	3.50	0.99	3796.9	4.17	1.18
114.75	28.42	3681.4	3.12	0.93	3797.53	3.48	1.04	3798.1	4.35	1.30
114.8	27.42	3683.0	3.12	0.90	3798.97	3.48	1.00	3799.2	4.35	1.25
114.85	26.41	3684.6	3.12	0.86	3800.40	3.08	0.85	3800.4	4.17	1.16
114.9	28.42	3686.2	3.12	0.93	3802.22	2.75	0.82	3801.6	4.17	1.24
114.95	30.94	3687.8	3.12	1.01	3804.03	2.75	0.89	3802.8	4.00	1.30
115	32.45	3689.4	3.12	1.06	3805.85	2.75	0.94	3804.1	3.33	1.14
115.05	32.95	3691.0	3.12	1.08	3807.67	2.75	0.95	3805.8	2.94	1.02
115.1	32.45	3692.7	3.12	1.06	3809.48	2.75	0.94	3807.5	2.94	1.00
115.15	29.43	3694.3	3.12	0.96	3811.30	2.75	0.85	3809.2	2.86	0.88
115.2	25.41	3695.9	3.12	0.83	3813.11	2.75	0.74	3811	2.86	0.76
115.25	23.90	3697.5	3.12	0.78	3814.93	2.75	0.69	3812.7	2.94	0.74
115.3	20.88	3699.1	3.12	0.68	3816.75	2.75	0.60	3814.4	2.86	0.63
115.35	17.37	3700.7	3.12	0.57	3818.56	2.75	0.50	3816.2	2.86	0.52
115.4	23.90	3702.3	3.12	0.78	3820.38	2.75	0.69	3817.9	2.94	0.74
115.45	29.43	3703.9	3.12	0.96	3822.20	2.75	0.85	3819.6	2.86	0.88
115.5	35.46	3705.5	3.12	1.16	3824.01	2.75	1.03	3821.4	2.86	1.06
115.55	39.48	3707.1	3.12	1.29	3825.83	2.75	1.14	3823.1	2.86	1.18
115.6	35.46	3708.7	3.12	1.16	3827.65	2.75	1.03	3824.9	2.56	0.95
115.65	42.50	3710.3	3.12	1.39	3829.46	2.75	1.23	3827	2.38	1.06
115.7	46.52	3711.9	3.12	1.52	3831.28	2.75	1.35	3829.1	2.38	1.16
115.75	40.99	3713.5	3.12	1.34	3833.09	2.75	1.19	3831.2	2.33	1.00
115.8	35.96	3715.1	3.12	1.18	3834.91	2.75	1.04	3833.4	2.33	0.88
115.85	23.90	3716.7	3.12	0.78	3836.73	2.75	0.69	3835.5	1.59	0.40
115.9	20.38	3718.3	3.12	0.67	3838.54	2.75	0.59	3839.7	2.34	0.50
116	27.42	3721.5	3.12	0.90	3842.18	2.75	0.79	3841.9	3.49	1.00
116.05	36.97	3723.1	3.12	1.21	3843.99	2.75	1.07	3844	2.38	0.92
116.1	40.99	3724.7	3.12	1.34	3845.81	2.75	1.18	3846.1	2.38	1.02
116.15	40.49	3726.3	3.12	1.33	3847.63	2.75	1.17	3848.2	2.38	1.01
116.2	36.47	3727.9	3.12	1.19	3849.44	2.75	1.05	3850.3	2.33	0.89
116.25	32.45	3729.5	3.12	1.06	3851.26	2.75	0.94	3852.5	2.33	0.79
116.3	22.39	3731.2	3.12	0.73	3853.07	2.75	0.65	3854.6	2.38	0.56
116.35	18.37	3732.8	3.12	0.60	3854.89	2.75	0.53	3856.7	2.38	0.46
116.4	19.38	3734.4	3.12	0.63	3856.71	2.75	0.56	3858.8	2.33	0.47
116.45	24.91	3736.0	3.12	0.82	3858.52	2.75	0.72	3861	2.33	0.61
116.5	27.92	3737.6	3.12	0.91	3860.34	2.75	0.81	3863.1	2.38	0.70
116.55	31.44	3739.2	3.12	1.03	3862.16	2.75	0.91	3865.2	2.38	0.79
116.6	33.95	3740.8	3.12	1.11	3863.97	2.75	0.98	3867.3	2.44	0.87
116.65	34.46	3742.4	3.12	1.13	3865.79	2.75	0.99	3869.3	2.78	1.01
116.7	35.46	3744.0	3.12	1.16	3867.61	2.75	1.03	3870.9	3.03	1.13
116.75	32.45	3745.6	3.12	1.06	3869.42	2.75	0.94	3872.6	3.03	1.03
116.8	30.44	3747.2	3.12	1.00	3871.24	2.75	0.88	3874.2	3.12	1.00
116.85	28.93	3748.8	3.12	0.95	3873.05	2.75	0.84	3875.8	3.03	0.92
116.9	27.42	3750.4	3.12	0.90	3874.87	2.75	0.79	3877.5	3.03	0.87
116.95	23.40	3752.0	3.12	0.77	3876.69	2.75	0.68	3879.1	3.13	0.77
117	29.43	3753.6	3.12	0.96	3878.50	2.75	0.85	3880.7	3.03	0.94
117.05	29.43	3755.2	3.12	0.96	3880.32	2.75	0.85	3882.4	3.03	0.94
117.1	45.01	3756.8	3.12	1.47	3882.14	2.75	1.30	3884	3.03	1.43
117.15	32.45	3758.4	3.12	1.06	3883.95	2.75	0.94	3885.7	3.03	1.03
117.2	37.47	3760.0	3.12	1.23	3885.77	2.75	1.08	3887.3	3.12	1.23
117.25	27.42	3761.6	3.12	0.90	3887.59	2.75	0.79	3888.9	3.03	0.87
117.3	24.91	3763.2	3.12	0.82	3889.40	2.75	0.72	3890.6	3.03	0.79
117.35	25.41	3764.8	3.12	0.83	3891.22	2.75	0.74	3892.2	3.13	0.83
117.4	25.91	3766.4	3.12	0.85	3893.03	2.75	0.75	3893.8	3.03	0.82
117.45	27.42	3768.0	3.12	0.90	3894.85	2.75	0.79	3895.5	3.03	0.87
117.5	28.93	3769.7	3.12	0.95	3896.67	2.75	0.84	3897.1	3.13	0.95
117.55	30.44	3771.3	3.12	1.00	3898.48	2.75	0.88	3898.7	3.12	1.00
117.6	29.43	3772.9	3.12	0.96	3900.30	2.74	0.85	3900.3	3.13	0.97
117.65	26.92	3774.5	3.12	0.88	3902.13	2.73	0.77	3901.9	3.13	0.88
117.7	24.91	3776.1	3.12	0.82	3903.96	2.73	0.71	3903.5	3.13	0.82
117.75	16.86	3777.7	3.12	0.55	3905.79	2.72	0.48	3905.1	3.13	0.55
117.8	14.35	3779.3	3.12	0.47	3907.63	2.72	0.41	3906.7	3.12	0.47
117.85	17.87	3780.9	3.12	0.58	3909.46	2.73	0.51	3908.3	3.13	0.59
117.9	25.41	3782.5	3.12	0.83	3911.29	2.73	0.73	3909.9	3.13	0.83
117.95	30.44	3784.1	3.12	1.00	3913.12	2.73	0.87	3911.5	3.13	1.00
118	40.49	3785.7	3.12	1.33	3914.95	2.73	1.16	3913.1	3.23	1.37
118.05	44.01	3787.3	3.12	1.44	3916.78	2.73	1.26	3914.6	3.23	1.49
118.1	46.02	3788.9	3.12	1.51	3918.61	2.72	1.32	3916.2	3.13	1.51
118.15	47.02	3790.5	3.12	1.54	3920.45	2.72	1.35	3917.8	2.94	1.45
