#%		No tun			Min tun Muller/MacDo	Age model deMenocal
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
41	17.37	1315.4	3.12	0.57	1087.04	3.16	0.58	1082.7	2.38	0.43
41.05	18.87	1317.0	3.12	0.62	1088.62	3.16	0.63	1084.8	2.38	0.47
41.1	24.91	1318.6	3.12	0.82	1090.20	3.15	0.83	1086.9	2.33	0.61
41.15	25.91	1320.2	3.12	0.85	1091.79	3.15	0.86	1089.1	2.33	0.63
41.2	27.92	1321.8	3.12	0.91	1093.37	3.16	0.93	1091.2	2.38	0.70
41.25	29.93	1323.4	3.12	0.98	1094.95	3.16	0.99	1093.3	2.38	0.75
41.3	29.93	1325.0	3.12	0.98	1096.53	3.15	0.99	1095.4	2.33	0.73
41.35	29.93	1326.6	3.12	0.98	1098.12	3.15	0.99	1097.6	2.33	0.73
41.4	28.42	1328.2	3.12	0.93	1099.70	3.06	0.91	1099.7	2.38	0.71
41.45	28.42	1329.8	3.12	0.93	1101.39	2.96	0.88	1101.8	2.38	0.71
41.5	25.91	1331.4	3.12	0.85	1103.08	2.97	0.81	1103.9	2.33	0.63
41.55	23.40	1333.0	3.12	0.77	1104.76	2.97	0.73	1106.1	2.33	0.57
41.6	22.39	1334.6	3.12	0.73	1106.45	2.96	0.70	1108.2	2.38	0.56
41.65	20.38	1336.2	3.12	0.67	1108.14	2.96	0.63	1110.3	2.94	0.63
41.7	18.37	1337.8	3.12	0.60	1109.83	2.96	0.57	1111.6	3.85	0.74
41.75	18.87	1339.4	3.12	0.62	1111.52	2.96	0.59	1112.9	4.00	0.79
41.8	19.88	1341.0	3.12	0.65	1113.21	2.96	0.62	1114.1	4.05	0.85
41.9	31.94	1344.2	3.12	1.05	1116.58	2.96	0.99	1116.6	3.95	1.32
41.95	33.45	1345.8	3.12	1.09	1118.27	2.96	1.04	1117.9	3.85	1.35
42	36.97	1347.4	3.12	1.21	1119.96	2.96	1.15	1119.2	4.00	1.55
42.05	37.98	1349.1	3.12	1.24	1121.65	2.97	1.18	1120.4	4.00	1.60
42.1	32.45	1350.7	3.12	1.06	1123.33	2.97	1.01	1121.7	4.00	1.36
42.15	32.95	1352.3	3.12	1.08	1125.02	2.96	1.02	1122.9	4.00	1.38
42.2	36.47	1353.9	3.12	1.19	1126.71	2.96	1.13	1124.2	4.00	1.53
42.25	34.46	1355.5	3.12	1.13	1128.40	2.96	1.07	1125.4	4.00	1.45
42.3	32.45	1357.1	3.12	1.06	1130.09	2.97	1.01	1126.7	4.00	1.36
42.35	34.46	1358.7	3.12	1.13	1131.77	2.97	1.07	1127.9	4.00	1.45
42.4	34.46	1360.3	3.12	1.13	1133.46	2.96	1.07	1129.2	4.00	1.45
42.45	35.96	1361.9	3.12	1.18	1135.15	2.96	1.12	1130.4	4.00	1.51
42.5	35.96	1363.5	3.12	1.18	1136.84	2.96	1.12	1131.7	3.85	1.45
42.55	35.46	1365.1	3.12	1.16	1138.53	2.96	1.10	1133	4.00	1.49
42.6	32.45	1366.7	3.12	1.06	1140.22	2.97	1.01	1134.2	4.00	1.36
42.65	28.42	1368.3	3.12	0.93	1141.90	2.97	0.89	1135.5	4.00	1.19
42.7	27.92	1369.9	3.12	0.91	1143.59	2.96	0.87	1136.7	4.00	1.17
42.75	26.92	1371.5	3.12	0.88	1145.28	2.96	0.84	1138	3.85	1.09
42.8	24.91	1373.1	3.12	0.82	1146.97	2.96	0.77	1139.3	4.00	1.05
42.85	22.39	1374.7	3.12	0.73	1148.66	2.97	0.70	1140.5	4.00	0.94
42.9	23.40	1376.3	3.12	0.77	1150.34	2.97	0.73	1141.8	4.00	0.98
42.95	25.41	1377.9	3.12	0.83	1152.03	2.96	0.79	1143	4.00	1.07
43	23.90	1379.5	3.12	0.78	1153.72	2.96	0.74	1144.3	4.00	1.00
43.05	23.90	1381.1	3.12	0.78	1155.41	2.96	0.74	1145.5	4.00	1.00
43.1	24.40	1382.7	3.12	0.80	1157.10	2.97	0.76	1146.8	4.00	1.02
43.15	24.40	1384.3	3.12	0.80	1158.78	2.97	0.76	1148	4.00	1.02
43.2	22.90	1385.9	3.12	0.75	1160.47	2.96	0.71	1149.3	4.00	0.96
43.25	20.88	1387.6	3.12	0.68	1162.16	2.96	0.65	1150.5	3.45	0.76
43.3	17.87	1389.2	3.12	0.58	1163.85	2.96	0.56	1152.2	2.08	0.39
43.4	20.88	1392.4	3.12	0.68	1167.23	2.96	0.65	1157.7	1.83	0.40
43.45	20.38	1394.0	3.12	0.67	1168.91	2.97	0.63	1160.4	1.82	0.39
43.5	20.38	1395.6	3.12	0.67	1170.60	2.96	0.63	1163.2	1.82	0.39
43.55	20.88	1397.2	3.12	0.68	1172.29	2.96	0.65	1165.9	1.85	0.41
43.6	21.89	1398.8	3.12	0.72	1173.98	2.96	0.68	1168.6	1.82	0.42
43.65	21.39	1400.4	3.12	0.70	1175.67	2.97	0.67	1171.4	1.82	0.41
43.7	19.88	1402.0	3.12	0.65	1177.35	2.97	0.62	1174.1	1.85	0.39
43.75	19.38	1403.6	3.12	0.63	1179.04	2.96	0.60	1176.8	1.82	0.37
43.8	17.37	1405.2	3.12	0.57	1180.73	2.96	0.54	1179.6	1.82	0.33
43.85	16.36	1406.8	3.12	0.54	1182.42	2.96	0.51	1182.3	2.17	0.37
43.9	18.37	1408.4	3.12	0.60	1184.11	2.97	0.57	1184.2	2.78	0.54
43.95	23.40	1410.0	3.12	0.77	1185.79	2.97	0.73	1185.9	2.94	0.72
44	24.40	1411.6	3.12	0.80	1187.48	2.96	0.76	1187.6	2.94	0.75
44.05	22.90	1413.2	3.12	0.75	1189.17	2.96	0.71	1189.3	3.03	0.73
44.1	23.90	1414.8	3.12	0.78	1190.86	2.96	0.74	1190.9	3.03	0.76
44.15	26.41	1416.4	3.12	0.86	1192.55	2.96	0.82	1192.6	2.94	0.82
44.2	25.41	1418.0	3.12	0.83	1194.24	2.97	0.79	1194.3	2.94	0.78
44.25	23.40	1419.6	3.12	0.77	1195.92	2.97	0.73	1196	2.94	0.72
44.3	22.90	1421.2	3.12	0.75	1197.61	2.96	0.71	1197.7	3.03	0.73
44.35	22.39	1422.8	3.12	0.73	1199.30	3.19	0.75	1199.3	3.03	0.71
44.4	21.89	1424.4	3.12	0.72	1200.74	3.48	0.80	1201	2.94	0.68
44.45	21.89	1426.1	3.12	0.72	1202.17	3.48	0.80	1202.7	2.94	0.68
44.5	21.39	1427.7	3.12	0.70	1203.61	3.48	0.78	1204.4	2.94	0.66
44.55	21.39	1429.3	3.12	0.70	1205.04	3.48	0.78	1206.1	3.03	0.68
44.6	21.39	1430.9	3.12	0.70	1206.48	3.48	0.78	1207.7	3.03	0.68
44.65	24.40	1432.5	3.12	0.80	1207.91	3.48	0.89	1209.4	2.94	0.75
44.7	23.90	1434.1	3.12	0.78	1209.35	3.47	0.87	1211.1	2.94	0.74
44.75	20.88	1435.7	3.12	0.68	1210.79	3.48	0.76	1212.8	3.03	0.66
44.8	20.88	1437.3	3.12	0.68	1212.22	3.49	0.76	1214.4	3.00	0.66
44.9	27.92	1440.5	3.12	0.91	1215.09	3.48	1.02	1217.8	2.94	0.86
44.95	28.93	1442.1	3.12	0.95	1216.53	3.48	1.06	1219.5	2.94	0.89
45	29.43	1443.7	3.12	0.96	1217.96	3.48	1.08	1221.2	3.03	0.94
45.05	28.93	1445.3	3.12	0.95	1219.40	3.47	1.05	1222.8	3.03	0.92
45.1	24.91	1446.9	3.12	0.82	1220.84	3.48	0.91	1224.5	3.70	0.97
45.15	20.88	1448.5	3.12	0.68	1222.27	3.48	0.76	1225.5	3.03	0.66
45.2	17.37	1450.1	3.12	0.57	1223.71	3.48	0.64	1227.8	3.33	0.61
45.25	14.35	1451.7	3.12	0.47	1225.14	3.48	0.52	1228.5	4.00	0.60
45.3	14.35	1453.3	3.12	0.47	1226.58	3.48	0.53	1230.3	2.70	0.41
45.35	14.85	1454.9	3.12	0.49	1228.01	3.48	0.54	1232.2	2.78	0.43
45.4	16.36	1456.5	3.12	0.54	1229.45	3.47	0.60	1233.9	2.78	0.48
45.45	16.86	1458.1	3.12	0.55	1230.89	3.48	0.62	1235.8	2.70	0.48
45.5	18.37	1459.7	3.12	0.60	1232.32	3.48	0.67	1237.6	2.86	0.55
45.55	18.37	1461.3	3.12	0.60	1233.76	3.48	0.67	1239.3	2.78	0.54
45.6	17.87	1462.9	3.12	0.58	1235.19	3.48	0.65	1241.2	5.00	0.94
45.65	18.37	1464.5	3.12	0.60	1236.63	3.48	0.67	1241.3	5.00	0.96
45.7	17.37	1466.2	3.12	0.57	1238.06	3.48	0.64	1243.2	2.63	0.48
45.75	18.37	1467.8	3.12	0.60	1239.50	3.47	0.67	1245.1	1.75	0.34
45.8	23.40	1469.4	3.12	0.77	1240.94	3.48	0.86	1248.9	2.63	0.65
45.9	36.47	1472.6	3.12	1.19	1243.81	3.49	1.34	1250.8	5.36	2.05
45.95	38.98	1474.2	3.12	1.28	1245.24	3.48	1.43	1251.7	4.76	1.95
46	34.96	1475.8	3.12	1.14	1246.68	3.48	1.28	1252.9	4.35	1.60
46.05	32.45	1477.4	3.12	1.06	1248.11	3.48	1.19	1254	4.35	1.48
46.1	32.45	1479.0	3.12	1.06	1249.55	3.47	1.18	1255.2	4.17	1.42
46.15	33.45	1480.6	3.12	1.09	1250.99	3.48	1.22	1256.4	4.35	1.53
46.2	37.47	1482.2	3.12	1.23	1252.42	3.48	1.37	1257.5	4.35	1.71
46.25	37.98	1483.8	3.12	1.24	1253.86	3.48	1.39	1258.7	4.17	1.66
46.3	34.46	1485.4	3.12	1.13	1255.29	3.48	1.26	1259.9	4.17	1.51
46.35	34.46	1487.0	3.12	1.13	1256.73	3.48	1.26	1261.1	4.35	1.57
46.4	34.46	1488.6	3.12	1.13	1258.16	3.48	1.26	1262.2	4.35	1.57
46.45	29.43	1490.2	3.12	0.96	1259.60	3.47	1.07	1263.4	4.17	1.29
46.5	29.43	1491.8	3.12	0.96	1261.04	3.48	1.08	1264.6	4.35	1.34
46.55	32.45	1493.4	3.12	1.06	1262.47	3.48	1.19	1265.7	4.35	1.48
46.6	35.96	1495.0	3.12	1.18	1263.91	3.48	1.32	1266.9	4.17	1.57
46.65	31.44	1496.6	3.12	1.03	1265.34	3.48	1.15	1268.1	4.35	1.44
46.7	29.93	1498.2	3.12	0.98	1266.78	3.48	1.09	1269.2	4.35	1.37
46.75	28.93	1499.8	3.12	0.95	1268.21	3.48	1.06	1270.4	4.17	1.27
46.8	28.93	1501.4	3.12	0.95	1269.65	3.47	1.05	1271.6	4.17	1.27
46.85	28.42	1503.0	3.12	0.93	1271.09	3.48	1.04	1272.8	4.35	1.30
46.9	27.42	1504.7	3.12	0.90	1272.52	3.48	1.00	1273.9	4.35	1.25
46.95	24.91	1506.3	3.12	0.82	1273.96	3.48	0.91	1275.1	4.17	1.09
47	20.88	1507.9	3.12	0.68	1275.39	3.48	0.76	1276.3	4.35	0.95
47.05	16.86	1509.5	3.12	0.55	1276.83	3.48	0.62	1277.4	4.35	0.77
47.1	15.36	1511.1	3.12	0.50	1278.26	3.48	0.56	1278.6	3.70	0.60
47.15	20.88	1512.7	3.12	0.68	1279.70	3.47	0.76	1280.1	3.45	0.76
47.2	22.39	1514.3	3.12	0.73	1281.14	3.48	0.82	1281.5	3.57	0.84
47.25	25.41	1515.9	3.12	0.83	1282.57	3.48	0.93	1282.9	3.57	0.95
47.3	26.92	1517.5	3.12	0.88	1284.01	3.48	0.98	1284.3	3.57	1.01
47.35	29.43	1519.1	3.12	0.96	1285.44	3.48	1.08	1285.7	3.57	1.10
47.4	28.42	1520.7	3.12	0.93	1286.88	3.48	1.04	1287.1	3.57	1.07
47.45	28.93	1522.3	3.12	0.95	1288.31	3.48	1.06	1288.5	3.57	1.08
47.5	32.95	1523.9	3.12	1.08	1289.75	3.47	1.20	1289.9	3.57	1.24
47.55	31.94	1525.5	3.12	1.05	1291.19	3.48	1.17	1291.3	3.45	1.16
47.6	29.93	1527.1	3.12	0.98	1292.62	3.48	1.10	1292.8	2.33	0.73
47.65	29.93	1528.7	3.12	0.98	1294.06	3.48	1.09	1295.6	3.57	1.12
47.75	29.43	1531.9	3.12	0.96	1296.93	3.49	1.08	1297	5.36	1.66
47.8	28.42	1533.5	3.12	0.93	1298.36	3.48	1.04	1298.4	3.57	1.07
47.85	27.42	1535.1	3.12	0.90	1299.80	3.30	0.95	1299.8	3.45	0.99
47.9	29.43	1536.7	3.12	0.96	1301.39	3.14	0.97	1301.3	3.45	1.07
47.95	32.95	1538.3	3.12	1.08	1302.98	3.13	1.08	1302.7	3.57	1.24
48	34.46	1539.9	3.12	1.13	1304.58	3.13	1.13	1304.1	3.57	1.29
48.05	33.95	1541.5	3.12	1.11	1306.17	3.14	1.12	1305.5	3.57	1.27
48.1	28.42	1543.2	3.12	0.93	1307.76	3.14	0.94	1306.9	3.57	1.07
48.15	29.43	1544.8	3.12	0.96	1309.35	3.14	0.97	1308.3	3.57	1.10
48.2	27.42	1546.4	3.12	0.90	1310.94	3.13	0.90	1309.7	3.57	1.03
48.25	23.40	1548.0	3.12	0.77	1312.54	3.13	0.77	1311.1	3.45	0.85
48.3	18.87	1549.6	3.12	0.62	1314.13	3.14	0.62	1312.6	3.45	0.68
48.35	15.86	1551.2	3.12	0.52	1315.72	3.14	0.52	1314	3.57	0.59
48.4	15.36	1552.8	3.12	0.50	1317.31	3.14	0.51	1315.4	3.45	0.56
48.45	17.37	1554.4	3.12	0.57	1318.90	3.13	0.57	1316.9	3.33	0.61
48.5	15.86	1556.0	3.12	0.52	1320.50	3.13	0.52	1318.4	3.33	0.56
48.55	16.36	1557.6	3.12	0.54	1322.09	3.14	0.54	1319.9	3.33	0.57
48.6	20.38	1559.2	3.12	0.67	1323.68	3.14	0.67	1321.4	3.33	0.71
48.65	24.40	1560.8	3.12	0.80	1325.27	3.13	0.80	1322.9	3.33	0.85
48.7	25.91	1562.4	3.12	0.85	1326.87	3.13	0.85	1324.4	3.33	0.91
48.75	27.42	1564.0	3.12	0.90	1328.46	3.14	0.91	1325.9	3.33	0.96
48.8	30.44	1565.6	3.12	1.00	1330.05	3.14	1.01	1327.4	3.33	1.07
48.85	26.41	1567.2	3.12	0.86	1331.64	3.14	0.87	1328.9	3.23	0.89
48.9	31.94	1568.8	3.12	1.05	1333.23	3.13	1.05	1330.5	3.23	1.08
48.95	34.46	1570.4	3.12	1.13	1334.83	3.13	1.13	1332	3.33	1.21
49	32.45	1572.0	3.12	1.06	1336.42	3.14	1.07	1333.5	3.33	1.14
49.05	33.45	1573.6	3.12	1.09	1338.01	3.14	1.10	1335	3.33	1.17
49.1	31.44	1575.2	3.12	1.03	1339.60	3.14	1.04	1336.5	2.22	0.73
49.15	29.93	1576.8	3.12	0.98	1341.19	3.14	0.99	1339.5	3.33	1.05
49.25	29.43	1580.0	3.12	0.96	1344.38	3.14	0.97	1341	5.00	1.55
49.3	32.95	1581.6	3.12	1.08	1345.97	3.14	1.09	1342.5	3.33	1.15
49.35	36.97	1583.3	3.12	1.21	1347.56	3.14	1.22	1344	3.33	1.29
49.4	38.98	1584.9	3.12	1.28	1349.15	3.13	1.28	1345.5	3.33	1.36
49.45	38.98	1586.5	3.12	1.28	1350.75	3.13	1.28	1347	3.23	1.32
49.5	31.94	1588.1	3.12	1.05	1352.34	3.14	1.05	1348.6	3.23	1.08
49.55	23.90	1589.7	3.12	0.78	1353.93	3.14	0.79	1350.1	3.33	0.84
49.6	16.36	1591.3	3.12	0.54	1355.52	3.14	0.54	1351.6	3.33	0.57
49.65	15.86	1592.9	3.12	0.52	1357.11	3.13	0.52	1353.1	3.33	0.56
49.7	16.36	1594.5	3.12	0.54	1358.71	3.13	0.54	1354.6	3.33	0.57
49.75	17.87	1596.1	3.12	0.58	1360.30	3.14	0.59	1356.1	3.33	0.63
49.8	18.37	1597.7	3.12	0.60	1361.89	3.14	0.61	1357.6	3.23	0.62
49.85	18.87	1599.3	3.12	0.62	1363.48	3.14	0.62	1359.2	2.94	0.58
49.9	18.37	1600.9	3.12	0.60	1365.07	3.13	0.60	1361	2.86	0.55
49.95	17.37	1602.5	3.12	0.57	1366.67	3.13	0.57	1362.7	2.86	0.52
50	17.87	1604.1	3.12	0.58	1368.26	3.14	0.59	1364.5	2.86	0.54
50.05	17.87	1605.7	3.12	0.58	1369.85	3.14	0.59	1366.2	2.94	0.55
50.1	17.37	1607.3	3.12	0.57	1371.44	3.14	0.57	1367.9	2.86	0.52
50.15	16.36	1608.9	3.12	0.54	1373.03	3.13	0.54	1369.7	2.86	0.49
50.2	15.86	1610.5	3.12	0.52	1374.63	3.13	0.52	1371.4	2.86	0.48
50.25	14.85	1612.1	3.12	0.49	1376.22	3.14	0.49	1373.2	2.86	0.45
50.3	15.86	1613.7	3.12	0.52	1377.81	3.14	0.52	1374.9	2.86	0.48
50.35	19.88	1615.3	3.12	0.65	1379.40	3.13	0.65	1376.7	2.86	0.60
50.4	22.90	1616.9	3.12	0.75	1381.00	3.13	0.75	1378.4	2.86	0.69
50.45	26.41	1618.5	3.12	0.86	1382.59	3.14	0.87	1380.2	2.86	0.79
50.5	27.92	1620.1	3.12	0.91	1384.18	3.14	0.92	1381.9	2.86	0.84
50.55	26.41	1621.8	3.12	0.86	1385.77	3.14	0.87	1383.7	2.86	0.79
50.6	27.92	1623.4	3.12	0.91	1387.36	3.13	0.92	1385.4	1.92	0.56
50.65	29.43	1625.0	3.12	0.96	1388.96	3.14	0.97	1388.9	2.88	0.89
50.75	24.40	1628.2	3.12	0.80	1392.14	3.14	0.81	1390.6	4.29	1.10
50.8	19.38	1629.8	3.12	0.63	1393.73	3.14	0.64	1392.4	2.86	0.58
50.85	15.86	1631.4	3.12	0.52	1395.32	3.13	0.52	1394.1	2.86	0.48
50.9	14.85	1633.0	3.12	0.49	1396.92	3.13	0.49	1395.9	2.70	0.42
50.95	15.86	1634.6	3.12	0.52	1398.51	3.14	0.52	1397.8	2.38	0.40
51	14.85	1636.2	3.12	0.49	1400.10	2.72	0.42	1400.1	2.22	0.35
51.05	13.85	1637.8	3.12	0.45	1402.18	2.40	0.35	1402.3	2.27	0.33
51.1	14.85	1639.4	3.12	0.49	1404.26	2.40	0.37	1404.5	2.27	0.35
51.15	15.36	1641.0	3.12	0.50	1406.34	2.40	0.39	1406.7	2.27	0.37
51.2	17.37	1642.6	3.12	0.57	1408.42	2.40	0.44	1408.9	2.27	0.41
51.25	23.40	1644.2	3.12	0.77	1410.50	2.40	0.59	1411.1	2.27	0.56
51.3	29.43	1645.8	3.12	0.96	1412.58	2.41	0.74	1413.3	2.27	0.70
51.35	32.95	1647.4	3.12	1.08	1414.65	2.41	0.83	1415.5	2.27	0.79
51.4	36.97	1649.0	3.12	1.21	1416.73	2.40	0.93	1417.7	2.27	0.88
51.45	35.96	1650.6	3.12	1.18	1418.81	2.40	0.91	1419.9	2.22	0.84
51.5	32.45	1652.2	3.12	1.06	1420.89	2.40	0.82	1422.2	2.22	0.76
51.55	30.94	1653.8	3.12	1.01	1422.97	2.40	0.78	1424.4	2.27	0.74
51.6	28.93	1655.4	3.12	0.95	1425.05	2.40	0.73	1426.6	2.27	0.69
51.65	21.89	1657.0	3.12	0.72	1427.13	2.40	0.55	1428.8	2.27	0.52
51.7	19.38	1658.6	3.12	0.63	1429.21	2.40	0.49	1431	2.27	0.46
51.75	21.39	1660.3	3.12	0.70	1431.29	2.40	0.54	1433.2	2.27	0.51
51.8	22.90	1661.9	3.12	0.75	1433.37	2.40	0.58	1435.4	2.27	0.55
51.85	24.91	1663.5	3.12	0.82	1435.45	2.40	0.63	1437.6	2.27	0.59
51.9	27.42	1665.1	3.12	0.90	1437.53	2.41	0.69	1439.8	2.27	0.65
51.95	29.43	1666.7	3.12	0.96	1439.60	2.41	0.74	1442	2.27	0.70
52	27.42	1668.3	3.12	0.90	1441.68	2.40	0.69	1444.2	2.27	0.65
52.05	24.91	1669.9	3.12	0.82	1443.76	2.40	0.63	1446.4	2.22	0.58
52.1	20.88	1671.5	3.12	0.68	1445.84	2.40	0.53	1448.7	1.61	0.35
52.15	21.89	1673.1	3.12	0.72	1447.92	2.40	0.55	1452.6	2.54	0.58
52.25	40.49	1676.3	3.12	1.33	1452.08	2.40	1.02	1454.6	3.75	1.59
52.3	42.50	1677.9	3.12	1.39	1454.16	2.40	1.07	1456.6	2.56	1.14
52.35	40.49	1679.5	3.12	1.33	1456.24	2.40	1.02	1458.5	2.56	1.09
52.4	39.48	1681.1	3.12	1.29	1458.32	2.40	1.00	1460.5	2.50	1.04
52.45	39.48	1682.7	3.12	1.29	1460.40	2.40	1.00	1462.5	2.56	1.06
52.5	36.97	1684.3	3.12	1.21	1462.48	2.41	0.94	1464.4	2.56	1.00
52.55	34.96	1685.9	3.12	1.14	1464.55	2.41	0.88	1466.4	2.50	0.92
52.6	35.96	1687.5	3.12	1.18	1466.63	2.40	0.91	1468.4	2.50	0.94
52.65	39.48	1689.1	3.12	1.29	1468.71	2.40	1.00	1470.4	2.56	1.06
52.7	39.48	1690.7	3.12	1.29	1470.79	2.40	1.00	1472.3	2.56	1.06
52.75	42.50	1692.3	3.12	1.39	1472.87	2.40	1.07	1474.3	2.50	1.12
52.8	41.49	1693.9	3.12	1.36	1474.95	2.40	1.05	1476.3	2.56	1.12
52.85	35.46	1695.5	3.12	1.16	1477.03	2.40	0.90	1478.2	2.56	0.95
52.9	28.93	1697.1	3.12	0.95	1479.11	2.40	0.73	1480.2	2.50	0.76
52.95	21.89	1698.7	3.12	0.72	1481.19	2.40	0.55	1482.2	2.50	0.57
53	23.40	1700.4	3.12	0.77	1483.27	2.40	0.59	1484.2	2.56	0.63
53.05	25.91	1702.0	3.12	0.85	1485.35	2.40	0.65	1486.1	2.56	0.70
53.1	26.92	1703.6	3.12	0.88	1487.43	2.41	0.68	1488.1	2.50	0.71
53.15	23.40	1705.2	3.12	0.77	1489.50	2.41	0.59	1490.1	2.56	0.63
53.2	21.89	1706.8	3.12	0.72	1491.58	2.40	0.55	1492	2.56	0.59
53.25	23.40	1708.4	3.12	0.77	1493.66	2.40	0.59	1494	2.50	0.61
53.3	26.41	1710.0	3.12	0.86	1495.74	2.40	0.67	1496	2.56	0.71
53.35	29.93	1711.6	3.12	0.98	1497.82	2.40	0.76	1497.9	2.56	0.81
53.4	29.43	1713.2	3.12	0.96	1499.90	2.27	0.70	1499.9	2.50	0.77
53.45	28.93	1714.8	3.12	0.95	1502.23	2.15	0.65	1501.9	2.56	0.78
53.5	30.44	1716.4	3.12	1.00	1504.56	2.15	0.69	1503.8	2.56	0.82
53.55	30.94	1718.0	3.12	1.01	1506.88	2.15	0.70	1505.8	2.50	0.81
53.6	32.95	1719.6	3.12	1.08	1509.21	2.15	0.74	1507.8	1.69	0.59
53.65	33.95	1721.2	3.12	1.11	1511.54	2.15	0.76	1511.7	2.54	0.91
53.75	26.92	1724.4	3.12	0.88	1516.20	2.15	0.61	1513.7	3.75	1.06
53.8	23.40	1726.0	3.12	0.77	1518.52	2.15	0.53	1515.7	2.56	0.63
53.85	22.39	1727.6	3.12	0.73	1520.85	2.15	0.50	1517.6	2.56	0.60
53.9	21.89	1729.2	3.12	0.72	1523.18	2.15	0.49	1519.6	2.27	0.52
53.95	22.90	1730.8	3.12	0.75	1525.51	2.15	0.52	1522	2.04	0.49
54	26.92	1732.4	3.12	0.88	1527.83	2.15	0.61	1524.5	2.04	0.58
54.05	31.44	1734.0	3.12	1.03	1530.16	2.15	0.71	1526.9	2.08	0.69
54.1	33.95	1735.6	3.12	1.11	1532.49	2.15	0.76	1529.3	2.04	0.73
54.15	33.45	1737.2	3.12	1.09	1534.82	2.15	0.75	1531.8	2.04	0.72
54.2	32.95	1738.9	3.12	1.08	1537.15	2.15	0.74	1534.2	2.04	0.71
54.25	35.46	1740.5	3.12	1.16	1539.47	2.15	0.80	1536.7	2.04	0.76
54.3	38.48	1742.1	3.12	1.26	1541.80	2.15	0.87	1539.1	2.08	0.84
54.35	40.99	1743.7	3.12	1.34	1544.13	2.15	0.92	1541.5	2.04	0.88
54.4	36.97	1745.3	3.12	1.21	1546.46	2.15	0.83	1544	2.04	0.79
54.45	33.45	1746.9	3.12	1.09	1548.79	2.15	0.76	1546.4	2.08	0.73
54.5	28.42	1748.5	3.12	0.93	1551.11	2.15	0.64	1548.8	2.04	0.61
54.55	24.91	1750.1	3.12	0.82	1553.44	2.15	0.56	1551.3	2.04	0.53
54.6	29.43	1751.7	3.12	0.96	1555.77	2.15	0.66	1553.7	2.08	0.64
54.65	34.96	1753.3	3.12	1.14	1558.10	2.15	0.79	1556.1	2.04	0.75
54.7	34.96	1754.9	3.12	1.14	1560.43	2.15	0.79	1558.6	2.04	0.75
54.75	31.44	1756.5	3.12	1.03	1562.75	2.15	0.71	1561	2.04	0.67
54.8	28.93	1758.1	3.12	0.95	1565.08	2.15	0.65	1563.5	2.04	0.62
54.85	26.41	1759.7	3.12	0.86	1567.41	2.15	0.60	1565.9	2.08	0.58
54.9	26.92	1761.3	3.12	0.88	1569.74	2.15	0.61	1568.3	2.04	0.58
54.95	29.43	1762.9	3.12	0.96	1572.07	2.15	0.66	1570.8	2.04	0.63
55	31.44	1764.5	3.12	1.03	1574.39	2.15	0.71	1573.2	2.04	0.67
55.05	29.93	1766.1	3.12	0.98	1576.72	2.15	0.67	1575.7	2.04	0.64
55.1	28.93	1767.7	3.12	0.95	1579.05	2.15	0.65	1578.1	1.37	0.42
55.15	26.41	1769.3	3.12	0.86	1581.38	2.15	0.60	1583	2.05	0.57
55.25	31.94	1772.5	3.12	1.05	1586.03	2.15	0.72	1585.4	3.13	1.05
55.3	34.96	1774.1	3.12	1.14	1588.36	2.15	0.79	1587.8	2.04	0.75
55.35	38.48	1775.7	3.12	1.26	1590.69	2.15	0.87	1590.3	2.04	0.82
55.4	40.49	1777.4	3.12	1.33	1593.02	2.15	0.91	1592.7	2.08	0.89
55.45	38.48	1779.0	3.12	1.26	1595.34	2.15	0.87	1595.1	2.04	0.82
55.5	31.94	1780.6	3.12	1.05	1597.67	2.15	0.72	1597.6	2.04	0.68
55.55	25.91	1782.2	3.12	0.85	1600.00	1.90	0.52	1600	2.08	0.57
55.6	23.40	1783.8	3.12	0.77	1602.93	1.71	0.42	1602.4	2.04	0.50
55.65	23.90	1785.4	3.12	0.78	1605.85	1.71	0.43	1604.9	2.04	0.51
55.7	25.41	1787.0	3.12	0.83	1608.78	1.71	0.46	1607.3	2.04	0.54
55.75	25.41	1788.6	3.12	0.83	1611.70	1.71	0.46	1609.8	2.04	0.54
55.8	26.92	1790.2	3.12	0.88	1614.63	1.71	0.48	1612.2	2.08	0.59
55.85	25.41	1791.8	3.12	0.83	1617.55	1.71	0.46	1614.6	2.04	0.54
55.9	23.90	1793.4	3.12	0.78	1620.48	1.71	0.43	1617.1	2.04	0.51
55.95	23.40	1795.0	3.12	0.77	1623.41	1.71	0.42	1619.5	2.08	0.51
56	22.90	1796.6	3.12	0.75	1626.33	1.71	0.41	1621.9	2.04	0.49
56.05	22.90	1798.2	3.12	0.75	1629.26	1.71	0.41	1624.4	1.35	0.32
56.1	21.89	1799.8	3.12	0.72	1632.18	1.71	0.39	1629.3	2.05	0.47
56.2	25.91	1803.0	3.12	0.85	1638.03	1.71	0.46	1631.7	3.13	0.85
56.25	29.93	1804.6	3.12	0.98	1640.96	1.71	0.54	1634.1	2.04	0.64
56.3	31.94	1806.2	3.12	1.05	1643.89	1.71	0.57	1636.6	2.04	0.68
56.35	31.44	1807.8	3.12	1.03	1646.81	1.71	0.56	1639	2.08	0.69
56.4	27.92	1809.4	3.12	0.91	1649.74	1.71	0.50	1641.4	2.04	0.60
