#%		No tune			Min tun Muller/MacDo	Age model Larrasoana
#%m	gterr	age	sr	flux	age	sr	flux 	age	sr	flux
48.6229	0.0416	1645.7427	2.9545	0.1228	1540.5439	2.7629	0.1149	1541.1980	2.7919	0.1161
48.6314	0.0409	1646.0328	2.9545	0.1208	1540.8844	2.7627	0.1130	1541.5688	2.7918	0.1142
48.6400	0.0400	1646.3229	2.9545	0.1181	1541.2674	2.7626	0.1104	1541.9395	2.7916	0.1116
48.6486	0.0387	1646.6130	2.9545	0.1144	1541.6505	2.7625	0.1069	1542.3103	2.7914	0.1080
48.6571	0.0373	1646.9032	2.9545	0.1103	1541.9910	2.7623	0.1031	1542.6811	2.7913	0.1042
48.6657	0.0358	1647.1933	2.9545	0.1058	1542.3740	2.7622	0.0989	1543.0518	2.7911	0.1000
48.6743	0.0345	1647.4834	2.9545	0.1018	1542.7145	2.7621	0.0952	1543.4226	2.7910	0.0962
48.6829	0.0333	1647.7735	2.9545	0.0984	1543.0975	2.7619	0.0920	1543.7934	2.7908	0.0929
48.6914	0.0324	1648.0636	2.9545	0.0957	1543.4380	2.7618	0.0894	1544.1641	2.7906	0.0904
48.7000	0.0317	1648.3538	2.9545	0.0937	1543.8211	2.7617	0.0876	1544.5349	2.7905	0.0885
48.7086	0.0313	1648.6439	2.9545	0.0926	1544.2041	2.7615	0.0865	1544.9056	2.7903	0.0874
48.7171	0.0313	1648.9340	2.9545	0.0924	1544.5446	2.7614	0.0864	1545.2764	2.7902	0.0873
48.7257	0.0315	1649.2241	2.9545	0.0932	1544.9277	2.7613	0.0871	1545.6472	2.7900	0.0880
48.7343	0.0321	1649.5142	2.9545	0.0947	1545.2681	2.7611	0.0885	1546.0179	2.7898	0.0895
48.7429	0.0327	1649.8043	2.9545	0.0967	1545.6512	2.7610	0.0904	1546.3887	2.7897	0.0913
48.7514	0.0334	1650.0945	2.9545	0.0987	1545.9917	2.7608	0.0923	1546.7595	2.7895	0.0932
48.7600	0.0339	1650.3846	2.9545	0.1002	1546.3747	2.7607	0.0937	1547.1302	2.7894	0.0946
48.7686	0.0342	1650.6747	2.9545	0.1009	1546.7578	2.7606	0.0943	1547.5010	2.7892	0.0953
48.7771	0.0341	1650.9648	2.9545	0.1007	1547.0982	2.7604	0.0941	1547.8718	2.7890	0.0951
48.7857	0.0337	1651.2549	2.9545	0.0995	1547.4813	2.7603	0.0929	1548.2425	2.7889	0.0939
48.7943	0.0329	1651.5451	2.9545	0.0973	1547.8218	2.7602	0.0909	1548.6133	2.7887	0.0918
48.8029	0.0320	1651.8352	2.9545	0.0946	1548.2048	2.7600	0.0883	1548.9841	2.7886	0.0893
48.8114	0.0312	1652.1253	2.9545	0.0922	1548.5453	2.7599	0.0861	1549.3548	2.7884	0.0870
48.8200	0.0307	1652.4154	2.9545	0.0908	1548.9284	2.7598	0.0849	1549.7256	2.7882	0.0857
48.8286	0.0308	1652.7055	2.9545	0.0909	1549.3114	2.7596	0.0849	1550.0963	2.7881	0.0858
48.8371	0.0312	1652.9956	2.9545	0.0920	1549.6519	2.7595	0.0860	1550.4671	2.7879	0.0869
48.8457	0.0317	1653.2858	2.9545	0.0937	1550.0349	2.7594	0.0875	1550.8379	2.7878	0.0884
48.8543	0.0323	1653.5759	2.9545	0.0953	1550.3754	2.7592	0.0890	1551.2086	2.7876	0.0899
48.8629	0.0327	1653.8660	2.9545	0.0965	1550.7585	2.7591	0.0901	1551.5794	2.7874	0.0910
48.8714	0.0327	1654.1561	2.9545	0.0967	1551.0990	2.7590	0.0903	1551.9502	2.7873	0.0912
48.8800	0.0323	1654.4462	2.9545	0.0953	1551.4820	2.7588	0.0890	1552.3209	2.7871	0.0899
48.8865	0.0312	1654.6652	2.9545	0.0922	1551.7374	2.7587	0.0861	1552.6008	2.7870	0.0870
48.8929	0.0297	1654.8843	2.9545	0.0877	1552.0353	2.7586	0.0819	1552.8807	2.7869	0.0827
49.1167	0.0055	1662.4567	2.9545	0.0162	1561.5689	2.7552	0.0151	1562.5581	2.7828	0.0152
49.1250	0.0051	1662.7388	2.9545	0.0152	1561.9094	2.7551	0.0142	1562.9186	2.7827	0.0143
49.1333	0.0047	1663.0208	2.9545	0.0138	1562.2499	2.7550	0.0129	1563.2791	2.7825	0.0130
49.1417	0.0042	1663.3029	2.9545	0.0124	1562.6329	2.7548	0.0115	1563.6395	2.7824	0.0116
49.1500	0.0038	1663.5850	2.9545	0.0112	1562.9734	2.7547	0.0104	1564.0000	2.7822	0.0105
49.1583	0.0035	1663.8670	2.9545	0.0104	1563.3139	2.7546	0.0097	1564.3036	2.7821	0.0098
49.1667	0.0034	1664.1491	2.9545	0.0099	1563.6969	2.7545	0.0092	1564.6072	2.7819	0.0093
49.1750	0.0033	1664.4311	2.9545	0.0097	1564.0374	2.7544	0.0091	1564.9107	2.7818	0.0092
49.1833	0.0033	1664.7132	2.9545	0.0098	1564.3779	2.7543	0.0092	1565.2143	2.7817	0.0092
49.1917	0.0034	1664.9952	2.9545	0.0101	1564.7610	2.7542	0.0094	1565.5179	2.7816	0.0095
49.2000	0.0037	1665.2773	2.9545	0.0108	1565.1014	2.7541	0.0101	1565.8215	2.7814	0.0102
49.2083	0.0040	1665.5594	2.9545	0.0119	1565.4419	2.7540	0.0111	1566.1251	2.7813	0.0112
49.2167	0.0046	1665.8414	2.9545	0.0136	1565.8250	2.7539	0.0127	1566.4287	2.7812	0.0128
49.2250	0.0054	1666.1235	2.9545	0.0160	1566.1655	2.7538	0.0149	1566.7322	2.7811	0.0151
49.2333	0.0065	1666.4055	2.9545	0.0191	1566.5060	2.7536	0.0178	1567.0358	2.7809	0.0180
49.2417	0.0078	1666.6876	2.9545	0.0230	1566.8890	2.7535	0.0214	1567.3394	2.7808	0.0216
49.2500	0.0092	1666.9697	2.9545	0.0273	1567.2295	2.7534	0.0255	1567.6430	2.7807	0.0257
49.2583	0.0107	1667.2517	2.9545	0.0315	1567.5700	2.7533	0.0294	1567.9466	2.7806	0.0296
49.2667	0.0119	1667.5338	2.9545	0.0351	1567.9530	2.7532	0.0327	1568.2502	2.7804	0.0331
49.2750	0.0129	1667.8158	2.9545	0.0380	1568.2935	2.7531	0.0354	1568.5537	2.7803	0.0358
49.2833	0.0136	1668.0979	2.9545	0.0403	1568.6340	2.7530	0.0375	1568.8573	2.7802	0.0379
49.2917	0.0142	1668.3800	2.9545	0.0420	1569.0170	2.7529	0.0391	1569.1609	2.7801	0.0395
49.3000	0.0147	1668.6620	2.9545	0.0433	1569.3575	2.7528	0.0404	1569.4645	2.7799	0.0408
49.3083	0.0151	1668.9441	2.9545	0.0445	1569.6980	2.7527	0.0415	1569.7681	2.7798	0.0419
49.3167	0.0154	1669.2261	2.9545	0.0455	1570.0811	2.7526	0.0423	1570.0716	2.7797	0.0428
49.3250	0.0158	1669.5082	2.9545	0.0468	1570.4215	2.7525	0.0436	1570.3752	2.7796	0.0440
49.3333	0.0163	1669.7903	2.9545	0.0482	1570.7620	2.7524	0.0449	1570.6788	2.7794	0.0453
49.3417	0.0169	1670.0723	2.9545	0.0500	1571.1451	2.7523	0.0466	1570.9824	2.7793	0.0470
49.3500	0.0175	1670.3544	2.9545	0.0518	1571.4856	2.7522	0.0483	1571.2860	2.7792	0.0487
49.3583	0.0183	1670.6364	2.9545	0.0541	1571.8260	2.7521	0.0504	1571.5896	2.7791	0.0509
49.3667	0.0192	1670.9185	2.9545	0.0568	1572.2091	2.7520	0.0529	1571.8931	2.7789	0.0534
49.3750	0.0202	1671.2005	2.9545	0.0595	1572.5496	2.7519	0.0555	1572.1967	2.7788	0.0560
49.3833	0.0212	1671.4826	2.9545	0.0627	1572.8901	2.7517	0.0584	1572.5003	2.7787	0.0590
49.3917	0.0223	1671.7647	2.9545	0.0659	1573.2731	2.7516	0.0614	1572.8039	2.7786	0.0620
49.4000	0.0237	1672.0467	2.9545	0.0700	1573.6136	2.7515	0.0652	1573.1075	2.7784	0.0658
49.4083	0.0255	1672.3288	2.9545	0.0755	1573.9541	2.7514	0.0703	1573.4111	2.7783	0.0710
49.4167	0.0275	1672.6108	2.9545	0.0814	1574.3371	2.7513	0.0758	1573.7146	2.7782	0.0765
49.4250	0.0295	1672.8929	2.9545	0.0873	1574.6776	2.7512	0.0813	1574.0182	2.7781	0.0821
49.4333	0.0315	1673.1750	2.9545	0.0932	1575.0181	2.7511	0.0868	1574.3218	2.7779	0.0876
49.4417	0.0332	1673.4570	2.9545	0.0982	1575.4012	2.7510	0.0914	1574.6254	2.7778	0.0923
49.4500	0.0348	1673.7391	2.9545	0.1027	1575.7416	2.7509	0.0956	1574.9290	2.7777	0.0966
49.4583	0.0366	1674.0211	2.9545	0.1082	1576.0821	2.7508	0.1007	1575.2325	2.7776	0.1017
49.4667	0.0386	1674.3032	2.9545	0.1141	1576.4652	2.7507	0.1062	1575.5361	2.7774	0.1073
49.4750	0.0409	1674.5853	2.9545	0.1209	1576.8057	2.7506	0.1126	1575.8397	2.7773	0.1137
49.4833	0.0429	1674.8673	2.9545	0.1268	1577.1461	2.7505	0.1181	1576.1433	2.7772	0.1192
49.4917	0.0443	1675.1494	2.9545	0.1309	1577.5292	2.7504	0.1219	1576.4469	2.7771	0.1230
49.5000	0.0448	1675.4314	2.9545	0.1323	1577.8697	2.7503	0.1231	1576.7505	2.7769	0.1243
49.5083	0.0443	1675.7135	2.9545	0.1309	1578.2102	2.7502	0.1219	1577.0540	2.7768	0.1230
49.5167	0.0435	1675.9956	2.9545	0.1286	1578.5932	2.7501	0.1197	1577.3576	2.7767	0.1209
49.5250	0.0426	1676.2776	2.9545	0.1259	1578.9337	2.7500	0.1172	1577.6612	2.7766	0.1183
49.5333	0.0418	1676.5597	2.9545	0.1236	1579.2742	2.7499	0.1151	1577.9648	2.7764	0.1162
49.5417	0.0411	1676.8417	2.9545	0.1214	1579.6572	2.7498	0.1130	1578.2684	2.7763	0.1140
49.5500	0.0405	1677.1238	2.9545	0.1195	1579.9977	2.7497	0.1113	1578.5719	2.7762	0.1123
49.5583	0.0402	1677.4058	2.9545	0.1186	1580.3382	2.7496	0.1104	1578.8755	2.7761	0.1115
49.5667	0.0400	1677.6879	2.9545	0.1182	1580.7212	2.7495	0.1100	1579.1791	2.7760	0.1110
49.5750	0.0397	1677.9700	2.9545	0.1173	1581.0617	2.7494	0.1091	1579.4827	2.7758	0.1102
49.5833	0.0395	1678.2520	2.9545	0.1168	1581.4022	2.7492	0.1087	1579.7863	2.7757	0.1097
49.5917	0.0391	1678.5341	2.9545	0.1155	1581.7853	2.7491	0.1074	1580.0899	2.7756	0.1085
49.6000	0.0386	1678.8161	2.9545	0.1141	1582.1258	2.7490	0.1062	1580.3934	2.7755	0.1072
49.6083	0.0380	1679.0982	2.9545	0.1123	1582.4662	2.7489	0.1045	1580.6970	2.7753	0.1055
49.6167	0.0375	1679.3803	2.9545	0.1109	1582.8493	2.7488	0.1032	1581.0006	2.7752	0.1042
49.6250	0.0371	1679.6623	2.9545	0.1095	1583.1898	2.7487	0.1019	1581.3042	2.7751	0.1029
49.6333	0.0368	1679.9444	2.9545	0.1086	1583.5303	2.7486	0.1011	1581.6078	2.7750	0.1020
49.6417	0.0365	1680.2264	2.9545	0.1077	1583.9133	2.7485	0.1002	1581.9114	2.7748	0.1012
49.6500	0.0363	1680.5085	2.9545	0.1073	1584.2538	2.7484	0.0998	1582.2149	2.7747	0.1007
49.6583	0.0362	1680.7906	2.9545	0.1068	1584.5943	2.7483	0.0994	1582.5185	2.7746	0.1003
49.6667	0.0362	1681.0726	2.9545	0.1068	1584.9773	2.7482	0.0994	1582.8221	2.7745	0.1003
49.6750	0.0363	1681.3547	2.9545	0.1073	1585.3178	2.7481	0.0998	1583.1257	2.7744	0.1007
49.6833	0.0365	1681.6367	2.9545	0.1077	1585.6583	2.7480	0.1002	1583.4293	2.7742	0.1012
49.6917	0.0371	1681.9188	2.9545	0.1095	1586.0413	2.7479	0.1019	1583.7328	2.7741	0.1029
49.7000	0.0383	1682.2009	2.9545	0.1132	1586.3818	2.7478	0.1053	1584.0499	2.7740	0.1063
49.7082	0.0398	1682.4778	2.9545	0.1177	1586.7223	2.7477	0.1095	1584.4579	2.7738	0.1105
49.7164	0.0417	1682.7547	2.9545	0.1232	1587.0628	2.7475	0.1146	1584.8659	2.7737	0.1156
49.7245	0.0437	1683.0316	2.9545	0.1291	1587.4458	2.7474	0.1200	1585.2739	2.7735	0.1212
49.7327	0.0457	1683.3086	2.9545	0.1350	1587.7863	2.7473	0.1255	1585.6819	2.7733	0.1267
49.7409	0.0474	1683.5855	2.9545	0.1400	1588.1268	2.7471	0.1302	1586.0900	2.7732	0.1314
49.7491	0.0486	1683.8624	2.9545	0.1436	1588.4673	2.7470	0.1335	1586.4980	2.7730	0.1348
49.7573	0.0492	1684.1394	2.9545	0.1455	1588.8078	2.7468	0.1352	1586.9060	2.7728	0.1365
49.7655	0.0495	1684.4163	2.9545	0.1464	1589.1483	2.7467	0.1361	1587.3140	2.7727	0.1374
49.7736	0.0495	1684.6932	2.9545	0.1464	1589.5313	2.7466	0.1361	1587.7220	2.7725	0.1373
49.7818	0.0489	1684.9702	2.9545	0.1445	1589.8718	2.7464	0.1344	1588.1300	2.7723	0.1356
49.7900	0.0478	1685.2471	2.9545	0.1414	1590.2123	2.7463	0.1314	1588.5381	2.7722	0.1326
49.7982	0.0463	1685.5240	2.9545	0.1368	1590.5528	2.7462	0.1272	1588.9461	2.7720	0.1284
49.8064	0.0448	1685.8010	2.9545	0.1323	1590.8933	2.7460	0.1229	1589.3541	2.7719	0.1241
49.8145	0.0432	1686.0779	2.9545	0.1277	1591.2763	2.7459	0.1187	1589.7621	2.7717	0.1198
49.8227	0.0415	1686.3548	2.9545	0.1227	1591.6168	2.7457	0.1141	1590.1701	2.7715	0.1151
49.8309	0.0397	1686.6317	2.9545	0.1173	1591.9573	2.7456	0.1090	1590.5781	2.7714	0.1100
49.8391	0.0377	1686.9087	2.9545	0.1114	1592.2978	2.7455	0.1035	1590.9862	2.7712	0.1045
49.8473	0.0357	1687.1856	2.9545	0.1055	1592.6383	2.7453	0.0980	1591.3942	2.7710	0.0989
49.8555	0.0340	1687.4625	2.9545	0.1005	1592.9787	2.7452	0.0933	1591.8022	2.7709	0.0942
49.8636	0.0323	1687.7395	2.9545	0.0955	1593.3618	2.7451	0.0887	1592.2102	2.7707	0.0895
49.8718	0.0311	1688.0164	2.9545	0.0918	1593.7023	2.7449	0.0853	1592.6182	2.7706	0.0861
49.8800	0.0303	1688.2933	2.9545	0.0895	1594.0428	2.7448	0.0832	1593.0262	2.7704	0.0840
49.8882	0.0298	1688.5703	2.9545	0.0882	1594.3833	2.7447	0.0819	1593.4343	2.7702	0.0827
49.8964	0.0297	1688.8472	2.9545	0.0877	1594.7237	2.7445	0.0815	1593.8423	2.7701	0.0823
49.9045	0.0297	1689.1241	2.9545	0.0877	1595.1068	2.7444	0.0815	1594.2503	2.7699	0.0822
49.9127	0.0300	1689.4011	2.9545	0.0886	1595.4473	2.7443	0.0823	1594.6583	2.7698	0.0831
49.9209	0.0303	1689.6780	2.9545	0.0895	1595.7878	2.7441	0.0832	1595.0663	2.7696	0.0839
49.9291	0.0305	1689.9549	2.9545	0.0900	1596.1282	2.7440	0.0836	1595.4744	2.7694	0.0844
49.9373	0.0305	1690.2318	2.9545	0.0900	1596.4687	2.7438	0.0836	1595.8824	2.7693	0.0844
49.9455	0.0303	1690.5088	2.9545	0.0895	1596.8092	2.7437	0.0832	1596.2904	2.7691	0.0839
49.9536	0.0302	1690.7857	2.9545	0.0891	1597.1923	2.7436	0.0827	1596.6984	2.7690	0.0835
49.9618	0.0297	1691.0626	2.9545	0.0877	1597.5327	2.7434	0.0815	1597.1064	2.7688	0.0822
49.9700	0.0294	1691.3396	2.9545	0.0868	1597.8732	2.7433	0.0806	1597.5144	2.7686	0.0814
49.9782	0.0289	1691.6165	2.9545	0.0855	1598.2137	2.7432	0.0793	1597.9225	2.7685	0.0801
49.9864	0.0285	1691.8934	2.9545	0.0841	1598.5542	2.7430	0.0781	1598.3305	2.7683	0.0788
49.9945	0.0278	1692.1704	2.9545	0.0823	1598.9373	2.7429	0.0764	1598.7385	2.7682	0.0771
50.0027	0.0272	1692.4473	2.9545	0.0805	1599.2777	2.7428	0.0747	1599.1465	2.7680	0.0754
50.0109	0.0263	1692.7242	2.9545	0.0777	1599.6182	2.7426	0.0722	1599.5545	2.7678	0.0728
50.0191	0.0251	1693.0012	2.9545	0.0741	1599.9587	2.7425	0.0688	1599.9625	2.7677	0.0694
50.0273	0.0235	1693.2781	2.9545	0.0695	1600.3094	2.7424	0.0646	1600.3706	2.7675	0.0651
50.0355	0.0214	1693.5550	2.9545	0.0632	1600.6602	2.7422	0.0586	1600.7786	2.7674	0.0592
50.0436	0.0189	1693.8319	2.9545	0.0559	1601.0548	2.7421	0.0519	1601.1866	2.7672	0.0524
50.0518	0.0162	1694.1089	2.9545	0.0477	1601.4056	2.7420	0.0443	1601.5946	2.7670	0.0447
50.0600	0.0135	1694.3858	2.9545	0.0398	1601.7564	2.7418	0.0370	1602.0026	2.7669	0.0373
50.0696	0.0109	1694.7117	2.9545	0.0323	1602.1948	2.7417	0.0299	1602.4828	2.7667	0.0302
50.0793	0.0090	1695.0377	2.9545	0.0265	1602.5895	2.7415	0.0245	1602.9631	2.7665	0.0248
50.0889	0.0076	1695.3636	2.9545	0.0225	1603.0280	2.7414	0.0209	1603.3412	2.7664	0.0211
50.0985	0.0067	1695.6896	2.9545	0.0197	1603.4664	2.7413	0.0183	1603.7108	2.7662	0.0184
50.1081	0.0057	1696.0155	2.9545	0.0169	1603.8611	2.7412	0.0157	1604.0804	2.7661	0.0158
50.1178	0.0047	1696.3414	2.9545	0.0140	1604.2996	2.7410	0.0130	1604.4501	2.7659	0.0131
50.1274	0.0039	1696.6674	2.9545	0.0115	1604.6942	2.7409	0.0107	1604.8197	2.7658	0.0108
50.1370	0.0034	1696.9933	2.9545	0.0099	1605.1327	2.7408	0.0092	1605.1893	2.7656	0.0093
50.1467	0.0031	1697.3192	2.9545	0.0092	1605.5712	2.7407	0.0085	1605.5589	2.7655	0.0086
50.1563	0.0031	1697.6452	2.9545	0.0092	1605.9658	2.7406	0.0086	1605.9285	2.7654	0.0086
50.1659	0.0034	1697.9711	2.9545	0.0100	1606.4043	2.7404	0.0093	1606.2982	2.7652	0.0094
50.1756	0.0039	1698.2970	2.9545	0.0115	1606.8427	2.7403	0.0107	1606.6678	2.7651	0.0108
50.1852	0.0046	1698.6230	2.9545	0.0137	1607.2374	2.7402	0.0127	1607.0374	2.7649	0.0128
50.1948	0.0055	1698.9489	2.9545	0.0164	1607.6759	2.7401	0.0152	1607.4070	2.7648	0.0153
50.2044	0.0065	1699.2748	2.9545	0.0192	1608.0705	2.7400	0.0178	1607.7767	2.7646	0.0180
50.2141	0.0074	1699.6008	2.9545	0.0220	1608.5090	2.7398	0.0204	1608.1463	2.7645	0.0206
50.2237	0.0082	1699.9267	2.9545	0.0241	1608.9475	2.7397	0.0223	1608.5159	2.7644	0.0225
50.2333	0.0086	1700.2526	2.9545	0.0254	1609.3421	2.7396	0.0236	1608.8855	2.7642	0.0238
50.2430	0.0088	1700.5786	2.9545	0.0261	1609.7806	2.7395	0.0242	1609.2551	2.7641	0.0245
50.2526	0.0089	1700.9045	2.9545	0.0264	1610.2191	2.7394	0.0244	1609.6248	2.7639	0.0247
50.2622	0.0089	1701.2304	2.9545	0.0264	1610.6137	2.7392	0.0244	1609.9944	2.7638	0.0247
50.2719	0.0090	1701.5564	2.9545	0.0265	1611.0522	2.7391	0.0246	1610.3640	2.7637	0.0248
50.2815	0.0091	1701.8823	2.9545	0.0269	1611.4468	2.7390	0.0249	1610.7336	2.7635	0.0251
50.2911	0.0094	1702.2083	2.9545	0.0278	1611.8853	2.7389	0.0257	1611.1033	2.7634	0.0260
50.3007	0.0099	1702.5342	2.9545	0.0291	1612.3238	2.7388	0.0270	1611.4729	2.7632	0.0272
50.3104	0.0104	1702.8601	2.9545	0.0309	1612.7184	2.7386	0.0286	1611.8425	2.7631	0.0289
50.3200	0.0110	1703.1861	2.9545	0.0326	1613.1569	2.7385	0.0302	1612.2121	2.7630	0.0305
50.4067	0.0253	1706.1195	2.9545	0.0748	1616.9717	2.7375	0.0693	1615.5387	2.7617	0.0699
50.4163	0.0272	1706.4454	2.9545	0.0804	1617.3663	2.7373	0.0745	1615.9083	2.7615	0.0751
50.4259	0.0286	1706.7713	2.9545	0.0845	1617.8048	2.7372	0.0783	1616.2780	2.7614	0.0790
50.4356	0.0296	1707.0973	2.9545	0.0874	1618.2433	2.7371	0.0810	1616.6476	2.7613	0.0817
50.4452	0.0302	1707.4232	2.9545	0.0891	1618.6379	2.7370	0.0826	1617.0172	2.7611	0.0833
50.4548	0.0304	1707.7491	2.9545	0.0898	1619.0764	2.7369	0.0832	1617.3868	2.7610	0.0839
50.4644	0.0303	1708.0751	2.9545	0.0895	1619.4710	2.7368	0.0829	1617.7565	2.7608	0.0836
50.4741	0.0298	1708.4010	2.9545	0.0882	1619.9095	2.7366	0.0817	1618.1261	2.7607	0.0824
50.4837	0.0291	1708.7270	2.9545	0.0861	1620.3480	2.7365	0.0797	1618.4957	2.7606	0.0804
50.4933	0.0282	1709.0529	2.9545	0.0834	1620.7426	2.7364	0.0772	1618.8653	2.7604	0.0779
50.5030	0.0272	1709.3788	2.9545	0.0803	1621.1811	2.7363	0.0744	1619.2349	2.7603	0.0751
50.5126	0.0261	1709.7048	2.9545	0.0771	1621.6196	2.7362	0.0714	1619.6046	2.7602	0.0720
50.5222	0.0250	1710.0307	2.9545	0.0739	1622.0142	2.7361	0.0684	1619.9742	2.7600	0.0690
50.5319	0.0239	1710.3566	2.9545	0.0707	1622.4527	2.7359	0.0655	1620.3438	2.7599	0.0660
50.5415	0.0229	1710.6826	2.9545	0.0675	1622.8473	2.7358	0.0625	1620.7134	2.7597	0.0631
50.5511	0.0217	1711.0085	2.9545	0.0642	1623.2858	2.7357	0.0594	1621.0831	2.7596	0.0600
50.5607	0.0205	1711.3344	2.9545	0.0607	1623.7243	2.7356	0.0562	1621.4527	2.7595	0.0567
50.5704	0.0195	1711.6604	2.9545	0.0575	1624.1189	2.7355	0.0532	1621.8223	2.7593	0.0537
50.5800	0.0188	1711.9863	2.9545	0.0556	1624.5574	2.7353	0.0515	1622.2222	2.7592	0.0519
50.5891	0.0190	1712.2953	2.9545	0.0563	1624.9520	2.7352	0.0521	1622.6280	2.7590	0.0525
50.5983	0.0203	1712.6044	2.9545	0.0601	1625.3467	2.7351	0.0556	1623.0338	2.7589	0.0561
50.6074	0.0226	1712.9134	2.9545	0.0668	1625.7413	2.7350	0.0618	1623.4396	2.7587	0.0623
50.6165	0.0254	1713.2225	2.9545	0.0751	1626.1798	2.7348	0.0695	1623.8454	2.7586	0.0701
50.6257	0.0284	1713.5315	2.9545	0.0839	1626.5744	2.7347	0.0777	1624.2512	2.7584	0.0784
50.6348	0.0312	1713.8405	2.9545	0.0923	1626.9690	2.7346	0.0854	1624.6570	2.7583	0.0862
50.6439	0.0339	1714.1496	2.9545	0.1001	1627.3637	2.7345	0.0926	1625.0628	2.7581	0.0934
50.6530	0.0363	1714.4586	2.9545	0.1073	1627.7583	2.7343	0.0993	1625.4686	2.7580	0.1001
50.6622	0.0383	1714.7677	2.9545	0.1132	1628.1529	2.7342	0.1048	1625.8744	2.7578	0.1057
50.6713	0.0398	1715.0767	2.9545	0.1177	1628.5476	2.7341	0.1089	1626.2802	2.7577	0.1099
50.6804	0.0410	1715.3857	2.9545	0.1210	1628.9422	2.7339	0.1120	1626.6860	2.7575	0.1130
50.6896	0.0418	1715.6948	2.9545	0.1236	1629.3807	2.7338	0.1144	1627.0918	2.7574	0.1154
50.6987	0.0424	1716.0038	2.9545	0.1253	1629.7753	2.7337	0.1159	1627.4976	2.7572	0.1169
50.7078	0.0425	1716.3128	2.9545	0.1254	1630.1699	2.7336	0.1161	1627.9034	2.7571	0.1171
50.7170	0.0420	1716.6219	2.9545	0.1240	1630.5646	2.7334	0.1148	1628.3092	2.7569	0.1157
50.7261	0.0413	1716.9309	2.9545	0.1219	1630.9592	2.7333	0.1128	1628.7150	2.7568	0.1137
50.7352	0.0406	1717.2400	2.9545	0.1200	1631.3538	2.7332	0.1110	1629.1208	2.7566	0.1120
50.7443	0.0402	1717.5490	2.9545	0.1189	1631.7485	2.7331	0.1100	1629.5266	2.7565	0.1109
50.7535	0.0400	1717.8580	2.9545	0.1182	1632.1431	2.7329	0.1093	1629.9324	2.7563	0.1103
50.7626	0.0397	1718.1671	2.9545	0.1173	1632.5816	2.7328	0.1085	1630.3382	2.7562	0.1094
50.7717	0.0391	1718.4761	2.9545	0.1155	1632.9762	2.7327	0.1068	1630.7440	2.7560	0.1077
50.7809	0.0381	1718.7852	2.9545	0.1126	1633.3709	2.7326	0.1041	1631.1498	2.7559	0.1050
50.7900	0.0367	1719.0942	2.9545	0.1085	1633.7655	2.7324	0.1004	1631.5556	2.7557	0.1012
50.7991	0.0351	1719.4032	2.9545	0.1037	1634.1601	2.7323	0.0959	1631.9614	2.7556	0.0967
50.8083	0.0334	1719.7123	2.9545	0.0987	1634.5548	2.7322	0.0913	1632.3672	2.7554	0.0921
50.8174	0.0319	1720.0213	2.9545	0.0943	1634.9494	2.7321	0.0872	1632.7729	2.7553	0.0879
50.8265	0.0307	1720.3303	2.9545	0.0906	1635.3879	2.7319	0.0838	1633.1787	2.7551	0.0845
50.8357	0.0298	1720.6394	2.9545	0.0881	1635.7825	2.7318	0.0815	1633.5845	2.7550	0.0822
50.8448	0.0294	1720.9484	2.9545	0.0867	1636.1771	2.7317	0.0802	1633.9903	2.7548	0.0809
50.8539	0.0293	1721.2575	2.9545	0.0864	1636.5718	2.7316	0.0799	1634.3961	2.7547	0.0806
50.8630	0.0294	1721.5665	2.9545	0.0868	1636.9664	2.7314	0.0803	1634.8019	2.7545	0.0809
50.8722	0.0295	1721.8755	2.9545	0.0872	1637.3610	2.7313	0.0807	1635.2077	2.7544	0.0813
50.8813	0.0295	1722.1846	2.9545	0.0871	1637.7557	2.7312	0.0805	1635.6135	2.7542	0.0812
50.8904	0.0291	1722.4936	2.9545	0.0860	1638.1503	2.7311	0.0795	1636.0193	2.7541	0.0802
50.8996	0.0284	1722.8027	2.9545	0.0840	1638.5888	2.7309	0.0776	1636.4251	2.7539	0.0783
50.9087	0.0275	1723.1117	2.9545	0.0813	1638.9834	2.7308	0.0751	1636.8309	2.7538	0.0758
50.9178	0.0265	1723.4207	2.9545	0.0783	1639.3781	2.7307	0.0724	1637.2367	2.7536	0.0730
50.9270	0.0254	1723.7298	2.9545	0.0751	1639.7727	2.7306	0.0694	1637.6425	2.7535	0.0700
50.9361	0.0243	1724.0388	2.9545	0.0718	1640.1673	2.7304	0.0664	1638.0483	2.7533	0.0670
50.9452	0.0232	1724.3479	2.9545	0.0686	1640.5620	2.7303	0.0634	1638.4541	2.7532	0.0639
50.9543	0.0221	1724.6569	2.9545	0.0653	1640.9566	2.7302	0.0604	1638.8599	2.7531	0.0609
50.9635	0.0208	1724.9659	2.9545	0.0616	1641.3512	2.7301	0.0569	1639.2657	2.7529	0.0574
50.9726	0.0194	1725.2750	2.9545	0.0573	1641.7897	2.7300	0.0529	1639.6715	2.7528	0.0534
50.9817	0.0176	1725.5840	2.9545	0.0521	1642.1843	2.7298	0.0481	1640.0773	2.7526	0.0486
50.9909	0.0156	1725.8930	2.9545	0.0461	1642.5790	2.7297	0.0426	1640.4831	2.7525	0.0429
51.0000	0.0134	1726.2021	2.9545	0.0395	1642.9736	2.7296	0.0365	1640.8889	2.7523	0.0368
