#%		No tune			Min tun Muller/MacDo	Age model Larrasoana
#%m	gterr	age	sr	flux	age	sr	flux 	age	sr	flux
46.4063	0.0179	1570.7170	2.9545	0.0529	1449.3507	2.8012	0.0502	1444.4957	2.8376	0.0508
46.4150	0.0167	1571.0131	2.9545	0.0494	1449.7112	2.8010	0.0468	1444.7949	2.8375	0.0474
46.4238	0.0156	1571.3093	2.9545	0.0462	1450.0718	2.8009	0.0438	1445.0940	2.8373	0.0444
46.4325	0.0151	1571.6055	2.9545	0.0445	1450.4324	2.8008	0.0422	1445.3932	2.8372	0.0428
46.4413	0.0151	1571.9016	2.9545	0.0446	1450.7529	2.8007	0.0423	1445.6923	2.8370	0.0428
46.4500	0.0155	1572.1978	2.9545	0.0459	1451.1134	2.8005	0.0435	1445.9915	2.8369	0.0441
46.4588	0.0161	1572.4939	2.9545	0.0476	1451.4740	2.8004	0.0451	1446.2906	2.8367	0.0457
46.4675	0.0165	1572.7901	2.9545	0.0486	1451.8346	2.8003	0.0461	1446.5897	2.8366	0.0467
46.4763	0.0163	1573.0863	2.9545	0.0482	1452.1551	2.8002	0.0456	1446.8889	2.8364	0.0462
46.4850	0.0156	1573.3824	2.9545	0.0460	1452.5157	2.8000	0.0436	1447.1880	2.8363	0.0442
46.4938	0.0144	1573.6786	2.9545	0.0426	1452.8762	2.7999	0.0404	1447.4872	2.8361	0.0409
46.5025	0.0132	1573.9748	2.9545	0.0390	1453.2368	2.7998	0.0370	1447.7863	2.8360	0.0375
46.5113	0.0121	1574.2709	2.9545	0.0358	1453.5573	2.7996	0.0340	1448.0855	2.8358	0.0344
46.5200	0.0113	1574.5671	2.9545	0.0333	1453.9179	2.7995	0.0316	1448.3846	2.8357	0.0320
46.5288	0.0106	1574.8632	2.9545	0.0312	1454.2785	2.7994	0.0296	1448.6838	2.8355	0.0300
46.5375	0.0099	1575.1594	2.9545	0.0293	1454.6390	2.7993	0.0277	1448.9829	2.8354	0.0281
46.5463	0.0094	1575.4556	2.9545	0.0279	1454.9595	2.7991	0.0264	1449.3929	2.8351	0.0267
46.5550	0.0092	1575.7517	2.9545	0.0271	1455.3201	2.7989	0.0257	1449.8095	2.8349	0.0260
46.5638	0.0093	1576.0479	2.9545	0.0273	1455.6807	2.7987	0.0259	1450.2262	2.8347	0.0262
46.5725	0.0097	1576.3441	2.9545	0.0286	1456.0412	2.7986	0.0271	1450.6429	2.8345	0.0274
46.5813	0.0105	1576.6402	2.9545	0.0310	1456.3618	2.7984	0.0293	1451.0595	2.8343	0.0297
46.5900	0.0117	1576.9364	2.9545	0.0346	1456.7223	2.7982	0.0328	1451.4762	2.8341	0.0332
46.5988	0.0134	1577.2325	2.9545	0.0397	1457.0829	2.7980	0.0376	1451.8929	2.8339	0.0381
46.6075	0.0156	1577.5287	2.9545	0.0462	1457.4435	2.7979	0.0437	1452.3095	2.8337	0.0443
46.6163	0.0181	1577.8249	2.9545	0.0535	1457.7640	2.7977	0.0507	1452.7262	2.8335	0.0513
46.6250	0.0207	1578.1210	2.9545	0.0611	1458.1245	2.7975	0.0578	1453.1429	2.8333	0.0586
46.6338	0.0229	1578.4172	2.9545	0.0677	1458.4851	2.7973	0.0641	1453.5595	2.8330	0.0649
46.6425	0.0249	1578.7133	2.9545	0.0736	1458.8457	2.7972	0.0697	1453.9762	2.8328	0.0706
46.6513	0.0267	1579.0095	2.9545	0.0789	1459.1662	2.7970	0.0747	1454.3929	2.8326	0.0756
46.6600	0.0284	1579.3057	2.9545	0.0840	1459.5268	2.7968	0.0795	1454.8095	2.8324	0.0805
46.6688	0.0301	1579.6018	2.9545	0.0890	1459.8873	2.7966	0.0843	1455.2262	2.8322	0.0853
46.6775	0.0318	1579.8980	2.9545	0.0940	1460.2479	2.7964	0.0890	1455.6429	2.8320	0.0901
46.6863	0.0335	1580.1942	2.9545	0.0989	1460.5684	2.7963	0.0936	1456.0595	2.8318	0.0948
46.6950	0.0350	1580.4903	2.9545	0.1034	1460.9290	2.7961	0.0979	1456.4762	2.8316	0.0991
46.7038	0.0365	1580.7865	2.9545	0.1078	1461.2896	2.7959	0.1020	1456.8929	2.8314	0.1033
46.7125	0.0380	1581.0826	2.9545	0.1121	1461.6501	2.7957	0.1061	1457.3095	2.8312	0.1074
46.7213	0.0393	1581.3788	2.9545	0.1161	1461.9706	2.7956	0.1098	1457.7262	2.8310	0.1112
46.7300	0.0406	1581.6750	2.9545	0.1200	1462.3312	2.7954	0.1135	1458.1429	2.8307	0.1150
46.7388	0.0418	1581.9711	2.9545	0.1236	1462.6918	2.7952	0.1170	1458.5595	2.8305	0.1184
46.7475	0.0431	1582.2673	2.9545	0.1275	1463.0524	2.7951	0.1206	1458.9762	2.8303	0.1221
46.7563	0.0443	1582.5635	2.9545	0.1310	1463.3729	2.7949	0.1239	1459.3929	2.8301	0.1255
46.7650	0.0453	1582.8596	2.9545	0.1339	1463.7334	2.7947	0.1266	1459.8095	2.8299	0.1282
46.7738	0.0459	1583.1558	2.9545	0.1356	1464.0940	2.7945	0.1283	1460.2262	2.8297	0.1299
46.7825	0.0462	1583.4519	2.9545	0.1364	1464.4546	2.7944	0.1290	1460.6429	2.8295	0.1306
46.7913	0.0461	1583.7481	2.9545	0.1362	1464.7751	2.7942	0.1288	1461.0595	2.8293	0.1305
46.8000	0.0457	1584.0443	2.9545	0.1349	1465.1356	2.7940	0.1276	1461.4762	2.8291	0.1292
46.8088	0.0447	1584.3404	2.9545	0.1321	1465.4962	2.7938	0.1249	1461.8929	2.8289	0.1265
46.8175	0.0431	1584.6366	2.9545	0.1274	1465.8568	2.7937	0.1205	1462.3095	2.8287	0.1220
46.8263	0.0411	1584.9328	2.9545	0.1214	1466.1773	2.7935	0.1148	1462.7262	2.8285	0.1163
46.8350	0.0388	1585.2289	2.9545	0.1148	1466.5379	2.7933	0.1085	1463.1429	2.8283	0.1099
46.8438	0.0365	1585.5251	2.9545	0.1077	1466.8984	2.7931	0.1018	1463.5595	2.8280	0.1031
46.8525	0.0341	1585.8212	2.9545	0.1006	1467.2590	2.7930	0.0951	1463.9762	2.8278	0.0963
46.8613	0.0317	1586.1174	2.9545	0.0935	1467.5795	2.7928	0.0884	1464.3929	2.8276	0.0895
46.8700	0.0293	1586.4136	2.9545	0.0867	1467.9401	2.7926	0.0820	1464.8095	2.8274	0.0830
46.8788	0.0270	1586.7097	2.9545	0.0798	1468.3007	2.7925	0.0755	1465.2262	2.8272	0.0764
46.8875	0.0244	1587.0059	2.9545	0.0721	1468.6612	2.7923	0.0681	1465.6429	2.8270	0.0690
46.8963	0.0214	1587.3020	2.9545	0.0631	1468.9817	2.7921	0.0596	1466.0595	2.8268	0.0604
46.9050	0.0178	1587.5982	2.9545	0.0525	1469.3423	2.7919	0.0496	1466.4762	2.8266	0.0502
46.9138	0.0141	1587.8944	2.9545	0.0416	1469.7029	2.7918	0.0393	1466.8929	2.8264	0.0398
46.9225	0.0108	1588.1905	2.9545	0.0320	1470.0635	2.7916	0.0303	1467.3095	2.8262	0.0306
46.9313	0.0081	1588.4867	2.9545	0.0240	1470.3840	2.7914	0.0227	1467.7262	2.8260	0.0230
46.9400	0.0061	1588.7829	2.9545	0.0181	1470.7445	2.7912	0.0171	1468.1429	2.8258	0.0173
46.9488	0.0047	1589.0790	2.9545	0.0139	1471.1051	2.7911	0.0132	1468.5595	2.8256	0.0133
46.9575	0.0039	1589.3752	2.9545	0.0116	1471.4657	2.7909	0.0109	1468.9762	2.8254	0.0111
46.9663	0.0035	1589.6713	2.9545	0.0105	1471.7862	2.7907	0.0099	1469.3929	2.8252	0.0100
46.9750	0.0034	1589.9675	2.9545	0.0101	1472.1467	2.7906	0.0096	1469.8095	2.8250	0.0097
46.9838	0.0033	1590.2637	2.9545	0.0099	1472.5073	2.7904	0.0093	1470.2262	2.8248	0.0095
46.9925	0.0032	1590.5598	2.9545	0.0094	1472.8679	2.7902	0.0089	1470.6429	2.8246	0.0090
47.0013	0.0030	1590.8560	2.9545	0.0088	1473.1884	2.7901	0.0083	1471.0541	2.8244	0.0084
47.0100	0.0028	1591.1522	2.9545	0.0083	1473.5490	2.7899	0.0079	1471.4326	2.8242	0.0080
47.0188	0.0028	1591.4483	2.9545	0.0082	1473.9095	2.7897	0.0078	1471.8110	2.8240	0.0079
47.0275	0.0029	1591.7445	2.9545	0.0086	1474.2701	2.7896	0.0081	1472.1895	2.8238	0.0082
47.0363	0.0032	1592.0406	2.9545	0.0093	1474.5906	2.7894	0.0088	1472.5680	2.8236	0.0089
47.0450	0.0035	1592.3368	2.9545	0.0103	1474.9512	2.7893	0.0097	1472.9465	2.8234	0.0098
47.0538	0.0038	1592.6330	2.9545	0.0114	1475.3118	2.7891	0.0107	1473.3250	2.8232	0.0109
47.0625	0.0042	1592.9291	2.9545	0.0124	1475.6723	2.7890	0.0117	1473.7035	2.8231	0.0118
47.0713	0.0045	1593.2253	2.9545	0.0133	1475.9928	2.7888	0.0125	1474.0820	2.8229	0.0127
47.0800	0.0048	1593.5215	2.9545	0.0141	1476.3534	2.7887	0.0133	1474.4605	2.8227	0.0134
47.0894	0.0049	1593.8400	2.9545	0.0146	1476.7140	2.7885	0.0138	1474.8676	2.8225	0.0140
47.0988	0.0051	1594.1586	2.9545	0.0151	1477.1146	2.7883	0.0142	1475.2747	2.8223	0.0144
47.1082	0.0053	1594.4771	2.9545	0.0155	1477.4752	2.7882	0.0146	1475.6818	2.8221	0.0148
47.1176	0.0054	1594.7957	2.9545	0.0160	1477.8758	2.7880	0.0151	1476.0889	2.8219	0.0153
47.1271	0.0056	1595.1143	2.9545	0.0165	1478.2364	2.7878	0.0156	1476.4960	2.8217	0.0158
47.1365	0.0058	1595.4328	2.9545	0.0170	1478.5970	2.7877	0.0161	1476.9031	2.8215	0.0163
47.1459	0.0060	1595.7514	2.9545	0.0176	1478.9976	2.7875	0.0166	1477.3103	2.8213	0.0168
47.1553	0.0061	1596.0699	2.9545	0.0181	1479.3582	2.7873	0.0171	1477.7174	2.8211	0.0173
47.1647	0.0063	1596.3885	2.9545	0.0186	1479.7588	2.7872	0.0176	1478.1245	2.8209	0.0178
47.1741	0.0065	1596.7071	2.9545	0.0191	1480.1194	2.7870	0.0180	1478.5316	2.8207	0.0183
47.1835	0.0066	1597.0256	2.9545	0.0195	1480.5200	2.7868	0.0184	1478.9387	2.8205	0.0186
47.1929	0.0067	1597.3442	2.9545	0.0198	1480.8806	2.7867	0.0187	1479.3458	2.8203	0.0189
47.2024	0.0068	1597.6627	2.9545	0.0201	1481.2411	2.7865	0.0190	1479.7529	2.8201	0.0192
47.2118	0.0069	1597.9813	2.9545	0.0204	1481.6418	2.7863	0.0193	1480.1601	2.8199	0.0195
47.2212	0.0071	1598.2999	2.9545	0.0208	1482.0024	2.7862	0.0196	1480.5672	2.8197	0.0199
47.2306	0.0072	1598.6184	2.9545	0.0212	1482.4030	2.7860	0.0200	1480.9743	2.8195	0.0202
47.2400	0.0073	1598.9370	2.9545	0.0215	1482.7636	2.7858	0.0203	1481.3814	2.8193	0.0205
47.2494	0.0073	1599.2556	2.9545	0.0217	1483.1241	2.7857	0.0204	1481.7885	2.8191	0.0207
47.2588	0.0073	1599.5741	2.9545	0.0217	1483.5248	2.7855	0.0204	1482.1956	2.8189	0.0207
47.2682	0.0073	1599.8927	2.9545	0.0216	1483.8853	2.7854	0.0203	1482.6027	2.8187	0.0206
47.2776	0.0072	1600.2112	2.9545	0.0214	1484.2860	2.7852	0.0202	1483.0099	2.8186	0.0204
47.2871	0.0072	1600.5298	2.9545	0.0211	1484.6465	2.7850	0.0199	1483.4170	2.8184	0.0202
47.2965	0.0071	1600.8484	2.9545	0.0209	1485.0071	2.7849	0.0197	1483.8241	2.8182	0.0200
47.3059	0.0071	1601.1669	2.9545	0.0209	1485.4077	2.7847	0.0197	1484.2312	2.8180	0.0200
47.3153	0.0072	1601.4855	2.9545	0.0212	1485.7683	2.7845	0.0200	1484.6383	2.8178	0.0202
47.3247	0.0074	1601.8040	2.9545	0.0219	1486.1689	2.7844	0.0207	1485.0454	2.8176	0.0209
47.3341	0.0079	1602.1226	2.9545	0.0232	1486.5295	2.7842	0.0219	1485.4525	2.8174	0.0222
47.3435	0.0086	1602.4412	2.9545	0.0253	1486.9302	2.7840	0.0239	1485.8596	2.8172	0.0241
47.3529	0.0095	1602.7597	2.9545	0.0281	1487.2907	2.7839	0.0265	1486.2668	2.8170	0.0268
47.3624	0.0107	1603.0783	2.9545	0.0316	1487.6513	2.7837	0.0297	1486.6739	2.8168	0.0301
47.3718	0.0119	1603.3968	2.9545	0.0351	1488.0519	2.7836	0.0331	1487.0810	2.8166	0.0335
47.3812	0.0132	1603.7154	2.9545	0.0390	1488.4125	2.7834	0.0368	1487.4881	2.8164	0.0372
47.3906	0.0148	1604.0340	2.9545	0.0437	1488.8131	2.7832	0.0412	1487.8952	2.8162	0.0417
47.4000	0.0167	1604.3525	2.9545	0.0495	1489.1737	2.7831	0.0466	1488.3023	2.8160	0.0472
47.4094	0.0190	1604.6711	2.9545	0.0563	1489.5343	2.7829	0.0530	1488.7094	2.8158	0.0536
47.4188	0.0213	1604.9896	2.9545	0.0630	1489.9349	2.7827	0.0593	1489.1166	2.8156	0.0600
47.4282	0.0232	1605.3082	2.9545	0.0686	1490.2955	2.7826	0.0646	1489.5237	2.8154	0.0654
47.4376	0.0246	1605.6268	2.9545	0.0726	1490.6961	2.7824	0.0684	1489.9308	2.8152	0.0692
47.4471	0.0255	1605.9453	2.9545	0.0755	1491.0567	2.7823	0.0711	1490.3379	2.8151	0.0719
47.4565	0.0263	1606.2639	2.9545	0.0776	1491.4173	2.7821	0.0731	1490.7450	2.8149	0.0739
47.4659	0.0269	1606.5825	2.9545	0.0794	1491.8179	2.7819	0.0748	1491.1521	2.8147	0.0756
47.4753	0.0274	1606.9010	2.9545	0.0809	1492.1785	2.7818	0.0762	1491.5592	2.8145	0.0771
47.4847	0.0278	1607.2196	2.9545	0.0823	1492.5791	2.7816	0.0774	1491.9663	2.8143	0.0784
47.4941	0.0283	1607.5381	2.9545	0.0837	1492.9397	2.7815	0.0788	1492.3735	2.8141	0.0797
47.5035	0.0289	1607.8567	2.9545	0.0855	1493.3403	2.7813	0.0805	1492.7806	2.8139	0.0814
47.5129	0.0297	1608.1753	2.9545	0.0877	1493.7009	2.7811	0.0825	1493.1877	2.8137	0.0835
47.5224	0.0305	1608.4938	2.9545	0.0900	1494.0614	2.7810	0.0847	1493.5948	2.8135	0.0857
47.5318	0.0312	1608.8124	2.9545	0.0922	1494.4621	2.7808	0.0867	1494.0019	2.8133	0.0878
47.5412	0.0317	1609.1309	2.9545	0.0938	1494.8227	2.7806	0.0883	1494.4090	2.8131	0.0893
47.5506	0.0320	1609.4495	2.9545	0.0946	1495.2233	2.7805	0.0891	1494.8161	2.8129	0.0901
47.5600	0.0319	1609.7681	2.9545	0.0943	1495.5839	2.7803	0.0888	1495.2233	2.8127	0.0898
47.5694	0.0312	1610.0866	2.9545	0.0920	1495.9444	2.7802	0.0866	1495.6304	2.8126	0.0876
47.6447	0.0303	1612.6351	2.9545	0.0896	1498.9892	2.7789	0.0842	1498.8873	2.8110	0.0852
47.6541	0.0318	1612.9537	2.9545	0.0940	1499.3498	2.7787	0.0884	1499.2944	2.8108	0.0894
47.6635	0.0328	1613.2722	2.9545	0.0969	1499.7505	2.7786	0.0911	1499.7015	2.8106	0.0922
47.6729	0.0335	1613.5908	2.9545	0.0991	1500.1112	2.7784	0.0932	1500.1086	2.8105	0.0942
47.6824	0.0341	1613.9094	2.9545	0.1007	1500.4942	2.7782	0.0947	1500.5157	2.8103	0.0958
47.6918	0.0345	1614.2279	2.9545	0.1020	1500.9198	2.7781	0.0959	1500.9228	2.8101	0.0970
47.7012	0.0348	1614.5465	2.9545	0.1029	1501.3029	2.7779	0.0968	1501.3300	2.8099	0.0979
47.7106	0.0350	1614.8650	2.9545	0.1034	1501.7285	2.7778	0.0972	1501.7371	2.8097	0.0983
47.7200	0.0350	1615.1836	2.9545	0.1033	1502.1115	2.7776	0.0972	1502.1442	2.8095	0.0983
47.7294	0.0349	1615.5022	2.9545	0.1031	1502.4946	2.7775	0.0969	1502.5513	2.8093	0.0980
47.7388	0.0347	1615.8207	2.9545	0.1027	1502.9202	2.7773	0.0965	1502.9584	2.8091	0.0976
47.7482	0.0346	1616.1393	2.9545	0.1022	1503.3032	2.7771	0.0961	1503.3655	2.8089	0.0972
47.7576	0.0344	1616.4578	2.9545	0.1017	1503.7288	2.7770	0.0956	1503.7726	2.8087	0.0967
47.7671	0.0342	1616.7764	2.9545	0.1010	1504.1119	2.7768	0.0949	1504.1798	2.8086	0.0960
47.7765	0.0339	1617.0950	2.9545	0.1001	1504.4949	2.7767	0.0940	1504.5869	2.8084	0.0951
47.7859	0.0335	1617.4135	2.9545	0.0989	1504.9205	2.7765	0.0929	1504.9940	2.8082	0.0940
47.7953	0.0330	1617.7321	2.9545	0.0974	1505.3036	2.7763	0.0915	1505.4011	2.8080	0.0926
47.8047	0.0324	1618.0506	2.9545	0.0958	1505.7292	2.7762	0.0900	1505.8082	2.8078	0.0910
47.8141	0.0317	1618.3692	2.9545	0.0937	1506.1122	2.7760	0.0881	1506.2153	2.8076	0.0891
47.8235	0.0308	1618.6878	2.9545	0.0910	1506.5378	2.7759	0.0855	1506.6224	2.8074	0.0865
47.8329	0.0297	1619.0063	2.9545	0.0876	1506.9209	2.7757	0.0823	1507.0295	2.8072	0.0833
47.8424	0.0283	1619.3249	2.9545	0.0835	1507.3039	2.7756	0.0785	1507.4367	2.8071	0.0794
47.8518	0.0269	1619.6435	2.9545	0.0795	1507.7295	2.7754	0.0747	1507.8438	2.8069	0.0755
47.8612	0.0255	1619.9620	2.9545	0.0754	1508.1126	2.7752	0.0709	1508.2509	2.8067	0.0717
47.8706	0.0243	1620.2806	2.9545	0.0719	1508.5382	2.7751	0.0676	1508.6580	2.8065	0.0683
47.8800	0.0233	1620.5991	2.9545	0.0689	1508.9213	2.7749	0.0647	1509.0651	2.8063	0.0654
47.8894	0.0225	1620.9177	2.9545	0.0664	1509.3043	2.7748	0.0623	1509.4722	2.8061	0.0630
47.8988	0.0218	1621.2363	2.9545	0.0645	1509.7299	2.7746	0.0606	1509.8793	2.8059	0.0613
47.9082	0.0214	1621.5548	2.9545	0.0633	1510.1130	2.7745	0.0595	1510.2865	2.8057	0.0601
47.9176	0.0212	1621.8734	2.9545	0.0625	1510.5386	2.7743	0.0587	1510.6936	2.8056	0.0593
47.9271	0.0209	1622.1919	2.9545	0.0618	1510.9216	2.7741	0.0580	1511.1007	2.8054	0.0587
47.9365	0.0207	1622.5105	2.9545	0.0611	1511.3047	2.7740	0.0573	1511.5078	2.8052	0.0580
47.9459	0.0204	1622.8291	2.9545	0.0601	1511.7303	2.7738	0.0565	1511.9149	2.8050	0.0571
47.9553	0.0200	1623.1476	2.9545	0.0590	1512.1133	2.7737	0.0554	1512.3220	2.8048	0.0560
47.9647	0.0196	1623.4662	2.9545	0.0578	1512.5389	2.7735	0.0543	1512.7291	2.8046	0.0549
47.9741	0.0192	1623.7847	2.9545	0.0567	1512.9220	2.7734	0.0532	1513.1363	2.8044	0.0538
47.9835	0.0189	1624.1033	2.9545	0.0558	1513.3476	2.7732	0.0523	1513.5434	2.8042	0.0529
47.9929	0.0187	1624.4219	2.9545	0.0552	1513.7306	2.7731	0.0518	1513.9505	2.8041	0.0524
48.0024	0.0186	1624.7404	2.9545	0.0549	1514.1137	2.7729	0.0516	1514.3576	2.8039	0.0521
48.0118	0.0186	1625.0590	2.9545	0.0549	1514.5393	2.7727	0.0515	1514.7647	2.8037	0.0521
48.0212	0.0186	1625.3775	2.9545	0.0550	1514.9223	2.7726	0.0516	1515.1718	2.8035	0.0522
48.0306	0.0187	1625.6961	2.9545	0.0551	1515.3479	2.7724	0.0517	1515.5789	2.8033	0.0523
48.0400	0.0187	1626.0147	2.9545	0.0553	1515.7310	2.7723	0.0519	1515.9860	2.8031	0.0524
48.0486	0.0188	1626.3048	2.9545	0.0554	1516.1140	2.7721	0.0520	1516.3568	2.8030	0.0526
48.0571	0.0188	1626.5949	2.9545	0.0556	1516.4545	2.7720	0.0521	1516.7276	2.8028	0.0527
48.0657	0.0189	1626.8850	2.9545	0.0559	1516.8376	2.7719	0.0524	1517.0983	2.8026	0.0530
48.0743	0.0191	1627.1751	2.9545	0.0564	1517.1780	2.7717	0.0529	1517.4691	2.8025	0.0535
48.0829	0.0193	1627.4653	2.9545	0.0571	1517.5611	2.7716	0.0535	1517.8399	2.8023	0.0541
48.0914	0.0196	1627.7554	2.9545	0.0580	1517.9016	2.7714	0.0544	1518.2106	2.8021	0.0550
48.1000	0.0200	1628.0455	2.9545	0.0591	1518.2846	2.7713	0.0555	1518.5814	2.8020	0.0561
48.1086	0.0205	1628.3356	2.9545	0.0605	1518.6677	2.7711	0.0568	1518.9522	2.8018	0.0574
48.1171	0.0210	1628.6257	2.9545	0.0622	1519.0081	2.7710	0.0583	1519.3229	2.8016	0.0589
48.1257	0.0216	1628.9159	2.9545	0.0638	1519.3912	2.7709	0.0598	1519.6937	2.8015	0.0605
48.1343	0.0221	1629.2060	2.9545	0.0653	1519.7317	2.7707	0.0612	1520.0645	2.8013	0.0619
48.1429	0.0225	1629.4961	2.9545	0.0665	1520.1147	2.7706	0.0624	1520.4352	2.8011	0.0631
48.1514	0.0229	1629.7862	2.9545	0.0677	1520.4552	2.7704	0.0634	1520.8060	2.8010	0.0641
48.1600	0.0233	1630.0763	2.9545	0.0687	1520.8383	2.7703	0.0644	1521.1767	2.8008	0.0652
48.1686	0.0236	1630.3664	2.9545	0.0696	1521.2213	2.7702	0.0653	1521.5475	2.8006	0.0660
48.1771	0.0238	1630.6566	2.9545	0.0704	1521.5618	2.7700	0.0660	1521.9183	2.8005	0.0667
48.1857	0.0241	1630.9467	2.9545	0.0712	1521.9448	2.7699	0.0667	1522.2890	2.8003	0.0675
48.1943	0.0244	1631.2368	2.9545	0.0721	1522.2853	2.7697	0.0676	1522.6598	2.8001	0.0683
48.2029	0.0248	1631.5269	2.9545	0.0732	1522.6684	2.7696	0.0686	1523.0306	2.8000	0.0694
48.2114	0.0252	1631.8170	2.9545	0.0745	1523.0089	2.7695	0.0698	1523.4013	2.7998	0.0706
48.2200	0.0257	1632.1071	2.9545	0.0759	1523.3919	2.7693	0.0711	1523.7721	2.7996	0.0719
48.2286	0.0262	1632.3973	2.9545	0.0774	1523.7750	2.7692	0.0725	1524.1429	2.7995	0.0733
48.2371	0.0266	1632.6874	2.9545	0.0787	1524.1154	2.7690	0.0737	1524.5136	2.7993	0.0745
48.2457	0.0269	1632.9775	2.9545	0.0794	1524.4985	2.7689	0.0745	1524.8844	2.7991	0.0753
48.2543	0.0269	1633.2676	2.9545	0.0795	1524.8390	2.7688	0.0745	1525.2551	2.7990	0.0753
48.2629	0.0267	1633.5577	2.9545	0.0790	1525.2220	2.7686	0.0740	1525.6259	2.7988	0.0748
48.2714	0.0265	1633.8479	2.9545	0.0784	1525.5625	2.7685	0.0734	1525.9967	2.7986	0.0742
48.2800	0.0264	1634.1380	2.9545	0.0781	1525.9456	2.7684	0.0732	1526.3674	2.7985	0.0740
48.2886	0.0265	1634.4281	2.9545	0.0784	1526.3286	2.7682	0.0734	1526.7382	2.7983	0.0742
48.2971	0.0268	1634.7182	2.9545	0.0792	1526.6691	2.7681	0.0742	1527.1090	2.7981	0.0750
48.3057	0.0272	1635.0083	2.9545	0.0804	1527.0521	2.7679	0.0754	1527.4797	2.7980	0.0762
48.3143	0.0277	1635.2984	2.9545	0.0819	1527.3926	2.7678	0.0768	1527.8505	2.7978	0.0776
48.3229	0.0283	1635.5886	2.9545	0.0837	1527.7757	2.7677	0.0784	1528.2213	2.7976	0.0793
48.3314	0.0290	1635.8787	2.9545	0.0857	1528.1162	2.7675	0.0802	1528.5920	2.7975	0.0811
48.3400	0.0297	1636.1688	2.9545	0.0876	1528.4992	2.7674	0.0821	1528.9628	2.7973	0.0830
48.3486	0.0303	1636.4589	2.9545	0.0894	1528.8822	2.7672	0.0838	1529.3336	2.7971	0.0847
48.3571	0.0307	1636.7490	2.9545	0.0907	1529.2227	2.7671	0.0850	1529.7043	2.7970	0.0859
48.3657	0.0310	1637.0392	2.9545	0.0914	1529.6058	2.7670	0.0856	1530.0751	2.7968	0.0866
48.3743	0.0311	1637.3293	2.9545	0.0919	1529.9463	2.7668	0.0860	1530.4458	2.7966	0.0870
48.3829	0.0313	1637.6194	2.9545	0.0924	1530.3293	2.7667	0.0866	1530.8166	2.7965	0.0875
48.3914	0.0317	1637.9095	2.9545	0.0937	1530.6698	2.7666	0.0877	1531.1874	2.7963	0.0887
48.4000	0.0324	1638.1996	2.9545	0.0958	1531.0528	2.7664	0.0897	1531.5581	2.7962	0.0907
48.4086	0.0334	1638.4897	2.9545	0.0987	1531.4359	2.7663	0.0924	1531.9289	2.7960	0.0934
48.4171	0.0345	1638.7799	2.9545	0.1019	1531.7764	2.7661	0.0954	1532.2997	2.7958	0.0964
48.4257	0.0355	1639.0700	2.9545	0.1050	1532.1594	2.7660	0.0983	1532.6704	2.7957	0.0994
48.4343	0.0365	1639.3601	2.9545	0.1079	1532.4999	2.7659	0.1010	1533.0412	2.7955	0.1021
48.4429	0.0375	1639.6502	2.9545	0.1108	1532.8830	2.7657	0.1037	1533.4120	2.7953	0.1048
48.4514	0.0385	1639.9403	2.9545	0.1136	1533.2234	2.7656	0.1064	1533.7827	2.7952	0.1075
48.4600	0.0394	1640.2305	2.9545	0.1165	1533.6065	2.7655	0.1091	1534.1535	2.7950	0.1102
48.4686	0.0402	1640.5206	2.9545	0.1189	1533.9895	2.7653	0.1113	1534.5243	2.7948	0.1125
48.4771	0.0408	1640.8107	2.9545	0.1206	1534.3300	2.7652	0.1129	1534.8950	2.7947	0.1141
48.4857	0.0412	1641.1008	2.9545	0.1216	1534.7131	2.7650	0.1138	1535.2658	2.7945	0.1150
48.4943	0.0413	1641.3909	2.9545	0.1219	1535.0536	2.7649	0.1141	1535.6365	2.7944	0.1153
48.5029	0.0412	1641.6810	2.9545	0.1217	1535.4366	2.7648	0.1139	1536.0073	2.7942	0.1151
48.5114	0.0411	1641.9712	2.9545	0.1213	1535.7771	2.7646	0.1135	1536.3781	2.7940	0.1147
48.5200	0.0409	1642.2613	2.9545	0.1208	1536.1601	2.7645	0.1131	1536.7488	2.7939	0.1143
48.5286	0.0408	1642.5514	2.9545	0.1205	1536.5432	2.7644	0.1127	1537.1196	2.7937	0.1139
48.5371	0.0407	1642.8415	2.9545	0.1202	1536.8837	2.7642	0.1124	1537.4904	2.7935	0.1136
48.5457	0.0406	1643.1316	2.9545	0.1200	1537.2667	2.7641	0.1122	1537.8611	2.7934	0.1134
48.5543	0.0406	1643.4217	2.9545	0.1199	1537.6072	2.7640	0.1122	1538.2319	2.7932	0.1133
48.5629	0.0406	1643.7119	2.9545	0.1200	1537.9902	2.7638	0.1123	1538.6027	2.7931	0.1135
48.5714	0.0408	1644.0020	2.9545	0.1206	1538.3307	2.7637	0.1128	1538.9734	2.7929	0.1140
48.5800	0.0412	1644.2921	2.9545	0.1216	1538.7138	2.7635	0.1138	1539.3442	2.7927	0.1150
48.5886	0.0416	1644.5822	2.9545	0.1228	1539.0968	2.7634	0.1149	1539.7150	2.7926	0.1161
48.5971	0.0419	1644.8723	2.9545	0.1239	1539.4373	2.7633	0.1158	1540.0857	2.7924	0.1171
48.6057	0.0421	1645.1625	2.9545	0.1243	1539.8204	2.7631	0.1163	1540.4565	2.7922	0.1175
48.6143	0.0420	1645.4526	2.9545	0.1240	1540.1608	2.7630	0.1160	1540.8272	2.7921	0.1172
